countyfips,year,estimate
97,2024,18459
41,2024,782114
123,2024,379013
77,2024,162771
119,2024,27220
35,2024,372384
79,2024,815
43,2024,47712
67,2023,62687
45,2023,65394
119,2023,26799
87,2023,29769
23,2023,3770
85,2023,45431
11,2023,5878
105,2023,11216
81,2023,13178
111,2023,728
69,2023,378657
17,2023,1835
39,2023,31846
83,2023,28895
55,2023,6506
37,2023,59318
103,2023,6463
41,2023,770162
97,2023,18303
95,2023,4288
51,2023,17889
57,2023,1328
73,2023,5972
31,2023,765707
14,2023,81246
59,2023,600699
15,2023,21055
93,2023,19419
53,2023,867
123,2023,366821
89,2023,18325
27,2023,4904
75,2023,23344
115,2023,2300
0,2023,6101657
49,2023,16598
61,2023,1342
71,2023,13985
63,2023,7272
43,2023,47582
99,2023,11998
125,2023,10325
5,2023,689477
3,2023,17226
77,2023,160685
35,2023,366746
25,2023,5896
21,2023,8150
13,2023,343240
33,2023,2003
107,2023,27482
91,2023,5039
29,2023,31535
121,2023,5014
79,2023,802
101,2023,175041
19,2023,9994
113,2023,9257
117,2023,32345
9,2023,3418
1,2023,562685
65,2023,8015
109,2023,6711
7,2023,14703
47,2023,6091
51,2022,17716
119,2022,26372
95,2022,4279
93,2022,19186
99,2022,11998
13,2022,339233
91,2022,5009
9,2022,3442
37,2022,58343
14,2022,78608
89,2022,18322
101,2022,172846
87,2022,29379
41,2022,758327
15,2022,20812
35,2022,361181
85,2022,44702
103,2022,6417
39,2022,30817
83,2022,28339
17,2022,1832
81,2022,13153
105,2022,11177
7,2022,14489
43,2022,47452
79,2022,789
77,2022,158857
11,2022,5888
123,2022,355073
19,2022,9939
107,2022,26938
75,2022,22991
73,2022,5875
45,2022,64213
109,2022,6738
33,2022,2007
97,2022,18144
21,2022,8139
5,2022,680377
71,2022,13992
0,2022,6010551
125,2022,10260
69,2022,371864
111,2022,731
23,2022,3776
47,2022,6080
67,2022,61369
65,2022,7971
113,2022,9029
121,2022,4961
25,2022,5868
3,2022,16967
63,2022,7226
61,2022,1350
115,2022,2278
49,2022,16252
27,2022,4920
59,2022,595877
31,2022,756954
57,2022,1336
117,2022,31812
55,2022,6495
1,2022,551631
29,2022,31299
53,2022,851
37,2021,57463
14,2021,75986
39,2021,29793
89,2021,18300
73,2021,5764
83,2021,27790
0,2021,5920844
71,2021,13995
55,2021,6485
5,2021,671301
87,2021,28993
33,2021,2013
101,2021,170646
21,2021,8130
57,2021,1346
45,2021,63080
109,2021,6762
103,2021,6371
95,2021,4270
31,2021,747723
59,2021,591001
43,2021,47322
11,2021,5894
53,2021,836
85,2021,43972
77,2021,157232
105,2021,11136
93,2021,18947
27,2021,4936
49,2021,15901
115,2021,2263
61,2021,1357
117,2021,31370
63,2021,7182
51,2021,17547
99,2021,11992
81,2021,13129
3,2021,16701
29,2021,31056
13,2021,335358
123,2021,343957
35,2021,355682
25,2021,5841
121,2021,4907
91,2021,4983
41,2021,746659
19,2021,9881
113,2021,8800
15,2021,20566
65,2021,7931
9,2021,3466
67,2021,60144
17,2021,1828
107,2021,26439
119,2021,25939
1,2021,540942
47,2021,6068
97,2021,17985
125,2021,10191
79,2021,775
75,2021,22637
7,2021,14270
23,2021,3781
111,2021,728
69,2021,365103
57,2020,1351
35,2020,350161
7,2020,14003
79,2020,764
19,2020,9820
15,2020,20289
117,2020,31122
77,2020,155871
0,2020,5838181
123,2020,333149
41,2020,735176
107,2020,26067
119,2020,25630
75,2020,22430
87,2020,28751
73,2020,5687
45,2020,62001
109,2020,6725
9,2020,3484
21,2020,8114
101,2020,169470
29,2020,30856
33,2020,2018
5,2020,662304
89,2020,18309
71,2020,14022
55,2020,6505
69,2020,359181
111,2020,723
37,2020,56665
23,2020,3780
14,2020,73822
47,2020,6046
51,2020,17362
67,2020,59014
125,2020,10155
1,2020,530680
65,2020,7854
113,2020,8563
91,2020,4934
121,2020,4901
97,2020,17946
25,2020,5815
13,2020,332134
3,2020,16514
63,2020,7161
99,2020,11997
61,2020,1357
115,2020,2272
49,2020,15728
27,2020,4914
53,2020,825
93,2020,18642
59,2020,587118
31,2020,738611
95,2020,4266
103,2020,6361
83,2020,27299
17,2020,1829
85,2020,43339
81,2020,13124
39,2020,28779
105,2020,11159
11,2020,5885
43,2020,47345
73,2019,5623
7,2019,13779
121,2019,4909
101,2019,168401
77,2019,154615
119,2019,25302
39,2019,27773
123,2019,323765
93,2019,18399
83,2019,26891
43,2019,47409
13,2019,329445
33,2019,2024
105,2019,11195
11,2019,5879
81,2019,13127
3,2019,16361
125,2019,10132
27,2019,4903
0,2019,5765527
103,2019,6357
53,2019,810
111,2019,720
63,2019,7155
47,2019,6034
49,2019,15595
69,2019,354144
97,2019,17946
115,2019,2287
99,2019,12010
61,2019,1360
45,2019,61079
17,2019,1831
14,2019,71940
87,2019,28531
71,2019,14086
107,2019,25783
21,2019,8110
67,2019,57919
89,2019,18341
9,2019,3505
117,2019,30943
29,2019,30762
5,2019,655902
57,2019,1359
41,2019,724182
109,2019,6698
65,2019,7794
55,2019,6537
35,2019,345342
31,2019,729485
23,2019,3787
113,2019,8370
79,2019,761
95,2019,4269
1,2019,521339
59,2019,583705
75,2019,22258
19,2019,9759
91,2019,4893
51,2019,17209
25,2019,5790
85,2019,42826
15,2019,20070
37,2019,56010
119,2018,24970
55,2018,6571
69,2018,349079
111,2018,717
83,2018,26482
75,2018,22080
23,2018,3775
37,2018,55349
11,2018,5873
47,2018,6020
17,2018,1833
14,2018,70063
41,2018,712714
67,2018,56814
107,2018,25490
65,2018,7735
113,2018,8173
85,2018,42305
91,2018,4843
25,2018,5766
1,2018,512576
123,2018,314360
121,2018,4916
57,2018,1367
51,2018,17048
13,2018,326189
15,2018,19850
0,2018,5689227
81,2018,13124
63,2018,7151
3,2018,16209
43,2018,47469
61,2018,1362
115,2018,2301
53,2018,802
49,2018,15454
105,2018,11227
99,2018,12013
93,2018,18151
27,2018,4892
77,2018,153328
125,2018,10106
95,2018,4273
19,2018,9694
7,2018,13552
31,2018,718107
97,2018,17940
59,2018,579631
9,2018,3524
109,2018,6667
39,2018,26687
29,2018,30657
21,2018,8114
45,2018,60135
103,2018,6353
33,2018,2037
87,2018,28306
101,2018,167274
5,2018,649703
89,2018,18362
117,2018,30755
73,2018,5572
79,2018,757
71,2018,14145
35,2018,340436
25,2017,5749
57,2017,1375
91,2017,4783
55,2017,6605
11,2017,5866
97,2017,17875
101,2017,165974
89,2017,18370
113,2017,7967
119,2017,24625
31,2017,705651
109,2017,6631
103,2017,6345
59,2017,575193
125,2017,10075
65,2017,7705
19,2017,9625
9,2017,3539
23,2017,3771
69,2017,343853
85,2017,41763
5,2017,643257
71,2017,14197
14,2017,68169
67,2017,55619
51,2017,16871
21,2017,8117
83,2017,26074
117,2017,30555
35,2017,335635
41,2017,701283
107,2017,25178
111,2017,714
53,2017,791
47,2017,6000
61,2017,1364
115,2017,2314
79,2017,752
81,2017,13112
105,2017,11251
39,2017,25594
45,2017,59167
3,2017,16056
49,2017,15297
73,2017,5526
63,2017,7154
17,2017,1835
77,2017,151900
0,2017,5609445
75,2017,21893
99,2017,12004
93,2017,17892
33,2017,2040
27,2017,4859
87,2017,28075
13,2017,322854
15,2017,19623
29,2017,30578
43,2017,47521
1,2017,503375
7,2017,13316
37,2017,54662
121,2017,4921
95,2017,4275
123,2017,304435
11,2016,5664
97,2016,17873
37,2016,54294
41,2016,689082
35,2016,327970
43,2016,46940
0,2016,5534240
123,2016,294294
45,2016,58938
33,2016,2050
47,2016,5901
121,2016,4831
49,2016,15124
31,2016,696347
51,2016,16433
53,2016,786
119,2016,24012
1,2016,497419
55,2016,6557
125,2016,10145
29,2016,30377
117,2016,30324
57,2016,1356
59,2016,570932
27,2016,4579
115,2016,2399
61,2016,1343
3,2016,16006
63,2016,7629
25,2016,5203
113,2016,7957
65,2016,7534
67,2016,55378
23,2016,3700
111,2016,690
69,2016,338704
71,2016,14059
5,2016,637266
21,2016,8018
109,2016,6412
73,2016,5551
75,2016,22043
39,2016,25004
107,2016,24667
77,2016,150258
19,2016,9395
79,2016,756
7,2016,12839
105,2016,11313
81,2016,13169
17,2016,1835
83,2016,25961
103,2016,6434
85,2016,41142
15,2016,19077
87,2016,28015
9,2016,3522
101,2016,164447
89,2016,18206
14,2016,66399
91,2016,4766
13,2016,321363
99,2016,11939
93,2016,17339
95,2016,4274
11,2015,5885
33,2015,1973
79,2015,745
51,2015,16120
21,2015,8034
69,2015,332980
1,2015,489774
99,2015,11921
117,2015,29860
7,2015,12401
43,2015,46245
45,2015,57755
31,2015,683081
61,2015,1382
109,2015,6252
57,2015,1350
105,2015,11320
113,2015,7787
95,2015,4310
81,2015,12952
39,2015,24522
115,2015,2371
47,2015,5792
25,2015,5567
55,2015,6379
23,2015,3577
5,2015,628951
13,2015,318071
75,2015,22122
123,2015,284474
49,2015,14686
17,2015,1815
121,2015,4779
119,2015,23351
27,2015,4431
0,2015,5444871
107,2015,24307
91,2015,4587
101,2015,162664
111,2015,689
29,2015,29929
93,2015,16704
71,2015,14029
83,2015,25674
103,2015,6480
67,2015,54711
59,2015,564441
89,2015,18187
53,2015,764
63,2015,8193
85,2015,40552
37,2015,53610
35,2015,321772
15,2015,18578
73,2015,5548
41,2015,674993
65,2015,7399
87,2015,28108
97,2015,17864
77,2015,148597
19,2015,9279
9,2015,3544
125,2015,10086
3,2015,15854
14,2015,64713
3,2014,15758
97,2014,17664
37,2014,53091
117,2014,29197
33,2014,1968
101,2014,161042
57,2014,1384
89,2014,18335
123,2014,275655
109,2014,6199
23,2014,3563
119,2014,23406
39,2014,23965
73,2014,5512
65,2014,7272
45,2014,57182
1,2014,479477
67,2014,53883
21,2014,8196
113,2014,7704
25,2014,5559
95,2014,4375
75,2014,22104
121,2014,4724
107,2014,24016
93,2014,16353
0,2014,5345680
63,2014,7998
69,2014,323792
51,2014,15792
77,2014,147735
19,2014,9127
79,2014,703
125,2014,10195
99,2014,12042
7,2014,12240
43,2014,46093
61,2014,1377
31,2014,664715
105,2014,11482
81,2014,12944
115,2014,2327
71,2014,14041
55,2014,6370
47,2014,5737
13,2014,312588
111,2014,712
49,2014,14535
17,2014,1836
27,2014,4337
83,2014,25464
11,2014,5777
91,2014,4560
29,2014,29968
103,2014,6599
59,2014,558554
85,2014,40564
35,2014,314527
15,2014,18453
87,2014,28007
41,2014,663443
53,2014,771
9,2014,3576
5,2014,617498
14,2014,61617
79,2013,733
111,2013,692
23,2013,3540
119,2013,23324
1,2013,469340
93,2013,16159
99,2013,12297
55,2013,6440
13,2013,309628
11,2013,5732
91,2013,4540
29,2013,30347
14,2013,59979
37,2013,52629
117,2013,28661
89,2013,18447
53,2013,804
57,2013,1336
101,2013,160669
9,2013,3645
41,2013,656285
87,2013,28129
15,2013,18322
35,2013,306223
85,2013,40516
59,2013,551876
103,2013,6692
83,2013,25499
27,2013,4256
17,2013,1871
31,2013,649478
125,2013,10131
49,2013,14295
115,2013,2335
81,2013,13125
105,2013,11653
61,2013,1388
43,2013,46291
7,2013,12221
47,2013,5521
3,2013,15740
19,2013,9030
0,2013,5266317
77,2013,147816
63,2013,8227
95,2013,4356
107,2013,23563
121,2013,4735
25,2013,5288
51,2013,15601
75,2013,21824
113,2013,7598
21,2013,8167
45,2013,56940
65,2013,7214
73,2013,5423
109,2013,6245
97,2013,17429
123,2013,269887
33,2013,2026
5,2013,606938
71,2013,14361
39,2013,23493
69,2013,315983
67,2013,53384
83,2012,25429
3,2012,15633
73,2012,5440
105,2012,11838
89,2012,18622
101,2012,160361
21,2012,8210
119,2012,23413
77,2012,147865
81,2012,13169
25,2012,5405
9,2012,3710
109,2012,6335
41,2012,646934
15,2012,18156
27,2012,4212
67,2012,52471
115,2012,2373
39,2012,23236
55,2012,6535
121,2012,4693
31,2012,635339
0,2012,5189861
17,2012,1864
33,2012,2002
49,2012,14203
79,2012,720
125,2012,10058
19,2012,9057
123,2012,263841
107,2012,23243
23,2012,3600
1,2012,459821
91,2012,4493
97,2012,17264
95,2012,4386
35,2012,298612
71,2012,14953
99,2012,12401
7,2012,12139
117,2012,28234
11,2012,5814
93,2012,16022
45,2012,56749
47,2012,5421
43,2012,47011
51,2012,15386
75,2012,22011
57,2012,1324
37,2012,52135
113,2012,7561
65,2012,7195
53,2012,801
59,2012,546260
87,2012,28157
13,2012,305034
14,2012,58803
5,2012,595264
103,2012,6751
63,2012,8054
61,2012,1405
69,2012,310636
29,2012,30492
111,2012,694
85,2012,40611
51,2011,15400
0,2011,5119182
69,2011,305135
93,2011,16033
77,2011,147874
75,2011,22228
53,2011,824
63,2011,8148
71,2011,15032
25,2011,5826
85,2011,40921
107,2011,23240
11,2011,6323
121,2011,4754
117,2011,27994
103,2011,6730
5,2011,585069
57,2011,1356
41,2011,638272
59,2011,540332
37,2011,51840
29,2011,30391
89,2011,18814
83,2011,25422
101,2011,159809
9,2011,3769
47,2011,5420
27,2011,4218
33,2011,2036
17,2011,1855
31,2011,621034
123,2011,258574
15,2011,18021
125,2011,10078
23,2011,3641
97,2011,17151
49,2011,14542
55,2011,6497
81,2011,13422
109,2011,6185
14,2011,57344
105,2011,11887
73,2011,5384
119,2011,23337
61,2011,1427
13,2011,300110
95,2011,4368
65,2011,7281
115,2011,2366
43,2011,47369
91,2011,4413
39,2011,23131
111,2011,691
7,2011,12027
45,2011,56003
99,2011,12473
35,2011,292535
79,2011,712
21,2011,8248
87,2011,28359
19,2011,9046
3,2011,15656
113,2011,7471
67,2011,51875
1,2011,451459
11,2010,6506
89,2010,18838
61,2010,1399
35,2010,287124
29,2010,30889
41,2010,627232
57,2010,1387
51,2010,15309
25,2010,5838
71,2010,15407
59,2010,535651
75,2010,22293
97,2010,17156
65,2010,7282
37,2010,52057
91,2010,4446
43,2010,46854
21,2010,8282
113,2010,7356
103,2010,6617
23,2010,3532
77,2010,147155
19,2010,9155
125,2010,10032
117,2010,28073
5,2010,574819
69,2010,300532
87,2010,28196
0,2010,5050332
7,2010,12060
85,2010,41188
115,2010,2367
121,2010,4815
67,2010,51441
45,2010,56150
1,2010,443711
3,2010,15474
123,2010,254230
13,2010,295605
49,2010,14790
95,2010,4465
47,2010,5463
31,2010,604879
15,2010,17797
27,2010,4272
55,2010,6655
39,2010,23107
14,2010,56107
17,2010,1834
99,2010,12531
81,2010,13806
33,2010,2060
63,2010,8267
109,2010,6144
101,2010,159496
73,2010,5474
111,2010,709
105,2010,12001
107,2010,23439
9,2010,3795
93,2010,16262
83,2010,25532
79,2010,705
53,2010,843
119,2010,23441
65,2009,7174
37,2009,51520
87,2009,28026
15,2009,17604
91,2009,4372
125,2009,10036
35,2009,282163
85,2009,40680
103,2009,6317
59,2009,532606
29,2009,30625
71,2009,15477
83,2009,25365
17,2009,1833
95,2009,4454
14,2009,55378
27,2009,4166
3,2009,15301
55,2009,6710
81,2009,13544
105,2009,11995
61,2009,1392
23,2009,3505
49,2009,14664
43,2009,46635
97,2009,17053
115,2009,2376
7,2009,11899
99,2009,12576
79,2009,714
19,2009,9060
93,2009,15971
0,2009,4976853
77,2009,144795
63,2009,8269
69,2009,297502
53,2009,827
107,2009,23325
121,2009,4777
13,2009,293641
1,2009,436323
51,2009,15266
25,2009,5803
67,2009,50759
75,2009,22517
113,2009,7267
21,2009,8210
45,2009,55400
111,2009,687
119,2009,23205
73,2009,5463
109,2009,6126
31,2009,595573
39,2009,22890
123,2009,248959
47,2009,5396
101,2009,157324
117,2009,27783
33,2009,2052
89,2009,18844
57,2009,1386
11,2009,6481
5,2009,566480
9,2009,3814
41,2009,608518
3,2008,15346
113,2008,7304
37,2008,50301
79,2008,767
14,2008,54400
9,2008,3906
123,2008,244116
49,2008,14535
47,2008,5084
125,2008,9895
33,2008,2074
91,2008,4407
119,2008,23102
27,2008,4119
87,2008,27746
61,2008,1432
101,2008,156252
7,2008,12074
17,2008,1898
93,2008,16278
111,2008,698
55,2008,7680
117,2008,27464
41,2008,599060
11,2008,6008
83,2008,25200
71,2008,15486
23,2008,3611
105,2008,12105
89,2008,18853
15,2008,17403
95,2008,4451
73,2008,5522
57,2008,1381
39,2008,22663
29,2008,30342
59,2008,530565
45,2008,54226
99,2008,12682
121,2008,4802
109,2008,6176
107,2008,22931
21,2008,8384
103,2008,6160
13,2008,291827
115,2008,2420
81,2008,13446
1,2008,425138
0,2008,4901938
97,2008,16673
53,2008,824
67,2008,50073
51,2008,15137
5,2008,556246
69,2008,292394
19,2008,9294
25,2008,5893
31,2008,581903
85,2008,39952
35,2008,276740
63,2008,8042
65,2008,7269
77,2008,140680
43,2008,46774
75,2008,22324
103,2007,6093
0,2007,4821784
39,2007,22478
93,2007,16336
111,2007,686
113,2007,7276
21,2007,8433
87,2007,27848
19,2007,9333
7,2007,12108
79,2007,803
31,2007,570437
45,2007,52676
11,2007,5773
115,2007,2422
97,2007,16236
119,2007,23164
65,2007,7271
43,2007,46654
49,2007,14339
61,2007,1471
55,2007,7658
73,2007,5571
105,2007,12167
109,2007,6159
15,2007,17238
81,2007,13270
23,2007,3676
69,2007,286754
5,2007,545882
9,2007,3993
121,2007,4927
47,2007,4964
33,2007,2001
3,2007,15293
14,2007,53328
123,2007,238279
71,2007,15525
27,2007,4130
53,2007,845
101,2007,154759
41,2007,588772
17,2007,1910
83,2007,25177
125,2007,9881
37,2007,49284
117,2007,27163
89,2007,18937
57,2007,1422
91,2007,4274
59,2007,527120
29,2007,29877
99,2007,12772
67,2007,49146
13,2007,288757
1,2007,415915
75,2007,22403
95,2007,4484
107,2007,22415
77,2007,137390
85,2007,39131
25,2007,5907
51,2007,14957
63,2007,7835
35,2007,268599
53,2006,830
119,2006,22791
51,2006,14650
55,2006,7750
29,2006,29702
95,2006,4504
57,2006,1443
117,2006,26839
59,2006,524579
121,2006,4981
27,2006,4017
3,2006,15350
61,2006,1514
49,2006,14135
39,2006,22527
115,2006,2515
63,2006,7946
25,2006,5713
65,2006,7217
113,2006,7059
67,2006,48408
33,2006,1990
47,2006,4953
111,2006,672
69,2006,281027
23,2006,3698
5,2006,536051
71,2006,15552
123,2006,231283
73,2006,5665
45,2006,51106
21,2006,8470
109,2006,6241
75,2006,22267
107,2006,21886
77,2006,133128
0,2006,4745660
19,2006,9279
7,2006,11798
79,2006,789
43,2006,46703
81,2006,13102
105,2006,12439
17,2006,1977
83,2006,25017
103,2006,5981
35,2006,257833
85,2006,37968
11,2006,6076
15,2006,16984
9,2006,4088
87,2006,27983
41,2006,582502
89,2006,19193
101,2006,152064
125,2006,9917
91,2006,4137
37,2006,48214
14,2006,51152
97,2006,16087
93,2006,16128
13,2006,286133
99,2006,13208
1,2006,407587
31,2006,562862
89,2005,19370
105,2005,12696
51,2005,14473
61,2005,1543
45,2005,49256
97,2005,16136
41,2005,569322
17,2005,2041
3,2005,15395
85,2005,36997
77,2005,128999
119,2005,22505
71,2005,15570
115,2005,2578
79,2005,806
83,2005,24603
14,2005,48251
117,2005,26623
47,2005,4892
19,2005,9392
21,2005,8500
121,2005,4995
27,2005,4045
31,2005,559459
1,2005,395384
75,2005,22088
73,2005,5787
23,2005,3695
69,2005,275873
67,2005,47713
37,2005,47278
95,2005,4548
7,2005,11402
111,2005,645
29,2005,29412
33,2005,1888
101,2005,149969
9,2005,4098
35,2005,244442
11,2005,6261
13,2005,282910
15,2005,17022
0,2005,4662534
81,2005,12965
107,2005,21453
57,2005,1492
55,2005,7823
39,2005,22259
65,2005,7284
63,2005,7998
99,2005,13510
109,2005,6284
5,2005,528214
123,2005,223432
53,2005,813
125,2005,9892
59,2005,523517
93,2005,16061
25,2005,5437
113,2005,7045
49,2005,13897
43,2005,46447
87,2005,27947
91,2005,4084
103,2005,5818
57,2004,1521
81,2004,13063
85,2004,36131
21,2004,8501
119,2004,22218
25,2004,5432
61,2004,1523
53,2004,831
99,2004,13656
19,2004,9461
63,2004,8257
69,2004,273269
11,2004,6357
43,2004,46540
29,2004,29453
107,2004,21293
73,2004,5907
87,2004,27912
33,2004,1873
65,2004,7416
103,2004,5904
67,2004,46926
23,2004,3802
77,2004,126626
9,2004,4166
79,2004,842
83,2004,24607
97,2004,16077
0,2004,4608811
15,2004,16946
93,2004,15913
3,2004,15406
39,2004,22041
95,2004,4580
31,2004,560230
5,2004,523715
59,2004,524876
105,2004,12824
51,2004,14230
45,2004,48156
17,2004,2070
115,2004,2606
14,2004,46406
71,2004,15700
37,2004,46485
101,2004,148720
47,2004,4825
121,2004,5060
27,2004,3984
75,2004,22181
117,2004,26707
111,2004,635
7,2004,11171
35,2004,233646
1,2004,385945
13,2004,283288
55,2004,7729
41,2004,558455
89,2004,19561
125,2004,9885
109,2004,6240
123,2004,214069
49,2004,13912
113,2004,7027
91,2004,4023
33,2003,1879
59,2003,525429
39,2003,21933
7,2003,10964
97,2003,16275
119,2003,22218
55,2003,8042
0,2003,4555084
95,2003,4477
19,2003,9517
23,2003,3800
89,2003,19667
103,2003,5855
83,2003,24378
5,2003,516354
105,2003,12619
17,2003,2119
71,2003,16089
121,2003,5140
47,2003,4851
31,2003,560348
27,2003,3934
11,2003,6653
57,2003,1586
43,2003,46828
1,2003,377665
123,2003,207157
91,2003,3905
113,2003,7010
67,2003,46447
25,2003,5156
99,2003,13822
81,2003,13054
87,2003,27855
73,2003,6052
63,2003,8185
65,2003,7520
29,2003,29061
61,2003,1548
21,2003,8387
41,2003,551668
69,2003,268146
49,2003,13688
109,2003,6279
13,2003,282763
53,2003,784
111,2003,615
35,2003,221146
101,2003,147972
75,2003,22371
37,2003,45758
45,2003,47484
85,2003,35640
51,2003,14206
15,2003,16794
3,2003,15360
115,2003,2715
93,2003,15789
125,2003,10093
117,2003,26706
79,2003,830
107,2003,21128
9,2003,4258
14,2003,44960
77,2003,124152
87,2002,27662
107,2002,20892
111,2002,599
113,2002,7042
1,2002,371181
79,2002,805
109,2002,6245
91,2002,3903
49,2002,13461
15,2002,16646
123,2002,198975
89,2002,19624
69,2002,266171
13,2002,284433
11,2002,6203
43,2002,46969
101,2002,146481
55,2002,7916
35,2002,209705
27,2002,3783
75,2002,22095
31,2002,559090
121,2002,5259
47,2002,4830
125,2002,9947
71,2002,15659
97,2002,16101
95,2002,4496
14,2002,42432
17,2002,2162
45,2002,46728
37,2002,45100
57,2002,1591
51,2002,14316
53,2002,806
105,2002,12409
5,2002,510503
9,2002,4315
59,2002,527539
115,2002,2694
77,2002,121787
93,2002,15417
67,2002,46089
3,2002,15266
83,2002,24109
117,2002,26514
103,2002,5936
85,2002,34926
63,2002,8289
7,2002,10700
23,2002,3734
29,2002,28778
39,2002,21604
33,2002,1880
65,2002,7726
73,2002,6047
61,2002,1566
81,2002,13134
99,2002,14011
41,2002,545240
19,2002,9466
0,2002,4504709
25,2002,5344
119,2002,21989
21,2002,8389
99,2001,14109
11,2001,5882
87,2001,27475
53,2001,804
89,2001,19900
107,2001,20436
125,2001,9831
1,2001,359437
73,2001,6076
51,2001,14345
113,2001,6900
39,2001,21294
61,2001,1606
81,2001,13089
109,2001,6083
15,2001,16410
121,2001,4899
29,2001,28387
63,2001,8073
123,2001,192482
105,2001,12406
9,2001,4447
13,2001,283510
83,2001,23873
79,2001,820
77,2001,119864
5,2001,501671
25,2001,5253
49,2001,13283
115,2001,2694
43,2001,46733
91,2001,3809
95,2001,4487
69,2001,260911
3,2001,15231
85,2001,34442
67,2001,45645
27,2001,3730
33,2001,1865
23,2001,3741
75,2001,22354
21,2001,8365
7,2001,10465
93,2001,15172
31,2001,563300
101,2001,143996
119,2001,21738
57,2001,1590
47,2001,4829
41,2001,536336
71,2001,15310
97,2001,16184
117,2001,26293
35,2001,199038
65,2001,7821
103,2001,5880
111,2001,566
17,2001,2173
55,2001,7905
19,2001,9464
45,2001,45907
59,2001,528067
14,2001,41387
37,2001,44440
0,2001,4444513
71,2000,15286
17,2000,2214
67,2000,44578
1,2000,351734
5,2000,490722
57,2000,1574
85,2000,33579
47,2000,4807
9,2000,4500
31,2000,556740
87,2000,27250
123,2000,183074
113,2000,6614
37,2000,43288
25,2000,5128
99,2000,14452
73,2000,6164
33,2000,1847
65,2000,7939
89,2000,20244
21,2000,8407
13,2000,276254
109,2000,5982
111,2000,574
75,2000,20656
119,2000,21067
97,2000,15763
45,2000,44239
125,2000,9815
7,2000,10042
117,2000,25708
93,2000,14728
69,2000,253087
3,2000,15097
107,2000,20122
77,2000,117649
63,2000,7975
103,2000,5967
55,2000,7826
49,2000,12852
51,2000,13988
19,2000,9360
14,2000,0
53,2000,792
79,2000,836
115,2000,2742
23,2000,3673
35,2000,180511
11,2000,5966
27,2000,3518
95,2000,4451
61,2000,1612
29,2000,27910
15,2000,16312
81,2000,13182
43,2000,46369
91,2000,3776
39,2000,20102
105,2000,12429
41,2000,519803
101,2000,141854
83,2000,23852
121,2000,4942
59,2000,526716
0,2000,4338785
71,1999,15138
59,1999,520811
21,1999,8313
11,1999,6001
1,1999,355309
89,1999,20408
9,1999,4522
31,1999,545515
61,1999,1626
7,1999,9570
95,1999,4519
91,1999,3627
39,1999,19086
65,1999,7819
87,1999,26954
63,1999,7901
17,1999,2276
33,1999,1810
73,1999,6088
43,1999,45135
0,1999,4216006
101,1999,139718
81,1999,13026
123,1999,177267
49,1999,11996
113,1999,6531
35,1999,162324
25,1999,5002
5,1999,481307
99,1999,14372
15,1999,15935
23,1999,3680
117,1999,22568
103,1999,6093
55,1999,7830
19,1999,9186
57,1999,1580
45,1999,42694
111,1999,552
29,1999,27408
97,1999,14827
51,1999,13736
3,1999,14825
75,1999,20294
53,1999,787
93,1999,13904
37,1999,39910
69,1999,246158
107,1999,19232
41,1999,508809
79,1999,807
105,1999,12288
85,1999,32750
47,1999,4538
115,1999,2718
67,1999,42757
83,1999,23518
27,1999,3357
77,1999,114570
109,1999,5772
119,1999,20184
13,1999,283928
125,1999,9818
121,1999,5022
103,1998,6230
79,1998,778
57,1998,1591
49,1998,11411
93,1998,13061
115,1998,2679
125,1998,9806
7,1998,9133
35,1998,144352
23,1998,3708
117,1998,21285
37,1998,37611
45,1998,41225
97,1998,14777
75,1998,20001
5,1998,472406
3,1998,14621
109,1998,5564
27,1998,3174
0,1998,4102500
13,1998,274121
21,1998,8186
119,1998,19671
61,1998,1655
65,1998,7827
33,1998,1764
121,1998,5155
81,1998,12810
73,1998,6106
89,1998,20507
25,1998,4283
53,1998,775
99,1998,14223
113,1998,6452
123,1998,172393
1,1998,344025
43,1998,43817
15,1998,15528
87,1998,26666
91,1998,3457
95,1998,4565
9,1998,4531
31,1998,533409
41,1998,498018
67,1998,41170
71,1998,15050
47,1998,4241
105,1998,12117
17,1998,2340
29,1998,26827
59,1998,512482
85,1998,31833
111,1998,552
101,1998,137381
69,1998,239080
83,1998,23114
39,1998,18030
107,1998,18605
19,1998,9005
51,1998,13444
11,1998,6001
63,1998,7756
77,1998,112335
55,1998,7780
31,1997,527442
115,1997,2730
19,1997,8880
65,1997,7870
13,1997,266064
0,1997,3995955
21,1997,8104
79,1997,745
71,1997,15048
41,1997,486808
27,1997,3060
109,1997,5492
39,1997,16987
47,1997,4035
3,1997,14478
17,1997,2297
97,1997,14796
103,1997,6320
105,1997,11968
51,1997,12396
59,1997,504230
23,1997,3641
75,1997,20006
117,1997,20352
85,1997,31251
29,1997,26001
67,1997,40319
93,1997,12364
55,1997,7667
125,1997,9655
101,1997,134794
89,1997,20763
25,1997,4299
49,1997,10960
35,1997,129329
99,1997,14118
73,1997,6092
7,1997,8528
113,1997,5952
53,1997,739
63,1997,7601
45,1997,38887
1,1997,332750
81,1997,12573
121,1997,5214
111,1997,572
43,1997,42854
83,1997,22974
33,1997,1674
9,1997,4560
11,1997,5643
95,1997,4575
69,1997,232800
119,1997,19069
57,1997,1599
91,1997,3324
15,1997,15409
77,1997,109762
123,1997,166839
