"county","countyfips","year","age","population","migrationrate","netmigration"
"Conejos",21,2000,"05_09",578,5.2,31
"Conejos",21,2000,"10_14",637,2.25,15
"Conejos",21,2000,"15_19",763,-6.56,-46
"Conejos",21,2000,"20_24",752,-45.29,-371
"Conejos",21,2000,"25_29",613,-43.77,-335
"Conejos",21,2000,"30_34",364,-8.98,-40
"Conejos",21,2000,"35_39",442,3.07,13
"Conejos",21,2000,"40_44",509,7.76,34
"Conejos",21,2000,"45_49",517,5.71,30
"Conejos",21,2000,"50_54",387,5.99,34
"Conejos",21,2000,"55_59",325,6.33,36
"Conejos",21,2000,"60_64",306,15.31,66
"Conejos",21,2000,"65_69",302,16.62,51
"Conejos",21,2000,"70_74",294,-3.08,-10
"Conejos",21,2000,"75_79",264,-11.5,-35
"Costilla",23,2000,"00_04",217,7.38,12
"Costilla",23,2000,"05_09",236,-3.27,-7
"Costilla",23,2000,"10_14",228,-1.56,-3
"Costilla",23,2000,"15_19",291,1.68,4
"Costilla",23,2000,"20_24",257,-50.87,-150
"Costilla",23,2000,"25_29",206,-47.13,-123
"Costilla",23,2000,"30_34",180,-1.54,-2
"Costilla",23,2000,"35_39",186,0.13,0
"Costilla",23,2000,"40_44",217,4.05,7
"Costilla",23,2000,"45_49",231,6.61,15
"Costilla",23,2000,"50_54",162,9.9,27
"Costilla",23,2000,"55_59",173,4.11,12
"Costilla",23,2000,"60_64",153,26.05,63
"Costilla",23,2000,"65_69",153,30.12,69
"Costilla",23,2000,"70_74",147,9.27,18
"Costilla",23,2000,"75_79",122,-9.72,-15
"Crowley",25,2000,"00_04",235,7.04,12
"Crowley",25,2000,"05_09",216,-2.83,-6
"Crowley",25,2000,"10_14",223,10.02,22
"Crowley",25,2000,"15_19",267,0.17,0
"Crowley",25,2000,"20_24",224,72.33,200
"Crowley",25,2000,"25_29",185,105.15,319
"Crowley",25,2000,"30_34",293,47.32,186
"Crowley",25,2000,"35_39",415,24.84,102
"Crowley",25,2000,"40_44",446,0.9,4
"Crowley",25,2000,"45_49",365,-2.82,-16
"Crowley",25,2000,"50_54",264,-10.77,-55
"Crowley",25,2000,"55_59",183,5.61,21
"Crowley",25,2000,"60_64",137,-6.74,-21
"Crowley",25,2000,"65_69",138,22.06,40
"Crowley",25,2000,"70_74",142,35.09,36
"Crowley",25,2000,"75_79",103,-10.03,-11
"Custer",27,2000,"00_04",169,20.72,23
"Custer",27,2000,"05_09",130,28.89,42
"Custer",27,2000,"10_14",116,24.18,47
"Custer",27,2000,"15_19",143,5.24,11
"Custer",27,2000,"20_24",170,-63.17,-145
"Custer",27,2000,"25_29",122,-37.52,-76
"Custer",27,2000,"30_34",41,61.91,61
"Custer",27,2000,"35_39",102,90.01,87
"Custer",27,2000,"40_44",140,51.9,74
"Custer",27,2000,"45_49",157,8.76,22
"Custer",27,2000,"50_54",142,38.23,118
"Custer",27,2000,"55_59",122,45.67,158
"Custer",27,2000,"60_64",121,63.38,202
"Custer",27,2000,"65_69",110,52.53,135
"Custer",27,2000,"70_74",111,7.62,18
"Custer",27,2000,"75_79",100,-2.71,-5
"Delta",29,2000,"00_04",1490,0.69,12
"Delta",29,2000,"05_09",1351,14.14,230
"Delta",29,2000,"10_14",1246,22.56,361
"Delta",29,2000,"15_19",1499,12.26,218
"Delta",29,2000,"20_24",1510,-29.53,-598
"Delta",29,2000,"25_29",1308,-14.75,-275
"Delta",29,2000,"30_34",813,38.88,434
"Delta",29,2000,"35_39",1043,27.38,339
"Delta",29,2000,"40_44",1316,25.68,351
"Delta",29,2000,"45_49",1433,19,337
"Delta",29,2000,"50_54",1349,21.8,439
"Delta",29,2000,"55_59",1098,21.2,433
"Delta",29,2000,"60_64",988,24.86,479
"Delta",29,2000,"65_69",933,31.35,466
"Delta",29,2000,"70_74",1001,14.8,200
"Delta",29,2000,"75_79",1024,-6.22,-77
"Denver",31,2000,"00_04",43983,-12.47,-6236
"Denver",31,2000,"05_09",41977,-26.58,-13615
"Denver",31,2000,"10_14",35330,-18.3,-6869
"Denver",31,2000,"15_19",29334,-7.74,-2653
"Denver",31,2000,"20_24",24137,49.4,15389
"Denver",31,2000,"25_29",25669,105.26,33584
"Denver",31,2000,"30_34",34152,26.65,12126
"Denver",31,2000,"35_39",46245,-19.7,-12084
"Denver",31,2000,"40_44",47208,-21.91,-11544
"Denver",31,2000,"45_49",40838,-17.1,-7545
"Denver",31,2000,"50_54",32681,-8.52,-3340
"Denver",31,2000,"55_59",21987,-6.9,-2485
"Denver",31,2000,"60_64",17023,-7.28,-2248
"Denver",31,2000,"65_69",16018,-6.41,-1295
"Denver",31,2000,"70_74",16326,-7.07,-1031
"Denver",31,2000,"75_79",15010,-8.66,-1029
"Dolores",33,2000,"00_04",97,8.04,10
"Dolores",33,2000,"05_09",80,18.37,20
"Dolores",33,2000,"10_14",105,34.69,32
"Dolores",33,2000,"15_19",109,-2.71,-3
"Dolores",33,2000,"20_24",137,-39.66,-50
"Dolores",33,2000,"25_29",95,-16.58,-20
"Dolores",33,2000,"30_34",73,42.44,34
"Dolores",33,2000,"35_39",87,53.27,43
"Dolores",33,2000,"40_44",119,17.61,20
"Dolores",33,2000,"45_49",113,15.78,18
"Dolores",33,2000,"50_54",95,8.64,14
"Dolores",33,2000,"55_59",88,4.71,7
"Dolores",33,2000,"60_64",77,36.32,44
"Dolores",33,2000,"65_69",90,29.32,31
"Dolores",33,2000,"70_74",75,13.89,12
"Dolores",33,2000,"75_79",55,-8.17,-6
"Douglas",35,2000,"00_04",12926,10.25,2008
"Douglas",35,2000,"05_09",7453,36.54,7102
"Douglas",35,2000,"10_14",5939,44.64,7754
"Douglas",35,2000,"15_19",5606,14.68,2517
"Douglas",35,2000,"20_24",4903,-31.93,-4742
"Douglas",35,2000,"25_29",3827,34.68,3617
"Douglas",35,2000,"30_34",2201,245.07,13353
"Douglas",35,2000,"35_39",4915,110.04,12819
"Douglas",35,2000,"40_44",7261,55.94,9657
"Douglas",35,2000,"45_49",7090,26.9,5431
"Douglas",35,2000,"50_54",6201,19.57,3608
"Douglas",35,2000,"55_59",4172,17.78,2593
"Douglas",35,2000,"60_64",2686,18.09,2125
"Douglas",35,2000,"65_69",1721,20.01,1436
"Douglas",35,2000,"70_74",1250,28.38,1101
"Douglas",35,2000,"75_79",768,37.28,853
"Eagle",37,2000,"00_04",3128,-7.06,-297
"Eagle",37,2000,"05_09",2165,-3.39,-133
"Eagle",37,2000,"10_14",2022,10.14,307
"Eagle",37,2000,"15_19",1703,0.08,2
"Eagle",37,2000,"20_24",1313,25.05,673
"Eagle",37,2000,"25_29",1033,109.26,2636
"Eagle",37,2000,"30_34",1808,19.76,787
"Eagle",37,2000,"35_39",2801,-10.65,-556
"Eagle",37,2000,"40_44",3158,-6.61,-314
"Eagle",37,2000,"45_49",2787,-4.12,-169
"Eagle",37,2000,"50_54",1953,-5.38,-213
"Eagle",37,2000,"55_59",1061,-8.52,-289
"Eagle",37,2000,"60_64",672,-1.46,-38
"Eagle",37,2000,"65_69",432,-1.04,-16
"Eagle",37,2000,"70_74",329,-18.52,-169
"Eagle",37,2000,"75_79",257,-20.18,-104
"Elbert",39,2000,"00_04",1014,24.03,218
"Elbert",39,2000,"05_09",736,42.34,473
"Elbert",39,2000,"10_14",716,43.05,564
"Elbert",39,2000,"15_19",931,6.84,116
"Elbert",39,2000,"20_24",883,-58.5,-1130
"Elbert",39,2000,"25_29",671,-53.87,-855
"Elbert",39,2000,"30_34",309,45.62,287
"Elbert",39,2000,"35_39",627,72.54,543
"Elbert",39,2000,"40_44",945,54.97,676
"Elbert",39,2000,"45_49",1109,21.33,438
"Elbert",39,2000,"50_54",929,6.31,153
"Elbert",39,2000,"55_59",621,11.65,223
"Elbert",39,2000,"60_64",436,10.03,151
"Elbert",39,2000,"65_69",318,7.68,70
"Elbert",39,2000,"70_74",267,4.32,23
"Elbert",39,2000,"75_79",166,-11.62,-43
"El Paso",41,2000,"00_04",39125,3.08,1350
"El Paso",41,2000,"05_09",37121,8,3349
"El Paso",41,2000,"10_14",34116,16.3,6360
"El Paso",41,2000,"15_19",31424,15.09,6071
"El Paso",41,2000,"20_24",27921,22.28,9018
"El Paso",41,2000,"25_29",28962,22.37,8626
"El Paso",41,2000,"30_34",35191,8.38,3199
"El Paso",41,2000,"35_39",38482,6.34,2404
"El Paso",41,2000,"40_44",38323,8.68,3302
"El Paso",41,2000,"45_49",33531,3.72,1693
"El Paso",41,2000,"50_54",28743,3.6,1583
"El Paso",41,2000,"55_59",20462,2.61,961
"El Paso",41,2000,"60_64",15371,2.99,893
"El Paso",41,2000,"65_69",13470,4.63,926
"El Paso",41,2000,"70_74",10524,5.74,805
"El Paso",41,2000,"75_79",8740,3.16,356
"Fremont",43,2000,"00_04",2205,2.57,53
"Fremont",43,2000,"05_09",1858,7.23,148
"Fremont",43,2000,"10_14",1817,6.99,155
"Fremont",43,2000,"15_19",2070,-4.76,-123
"Fremont",43,2000,"20_24",2132,-15.38,-450
"Fremont",43,2000,"25_29",1946,24.15,634
"Fremont",43,2000,"30_34",1709,28.03,696
"Fremont",43,2000,"35_39",2271,-5.6,-187
"Fremont",43,2000,"40_44",2620,-8.47,-306
"Fremont",43,2000,"45_49",2511,-10.49,-439
"Fremont",43,2000,"50_54",2226,-8.11,-328
"Fremont",43,2000,"55_59",1652,2.38,82
"Fremont",43,2000,"60_64",1360,15.75,447
"Fremont",43,2000,"65_69",1323,24.83,527
"Fremont",43,2000,"70_74",1300,18.78,310
"Fremont",43,2000,"75_79",1267,4.32,63
"Garfield",45,2000,"00_04",3137,-4.86,-230
"Garfield",45,2000,"05_09",2330,6.52,266
"Garfield",45,2000,"10_14",2473,24.07,787
"Garfield",45,2000,"15_19",2579,16.92,542
"Garfield",45,2000,"20_24",2166,1.33,45
"Garfield",45,2000,"25_29",1864,36.25,1156
"Garfield",45,2000,"30_34",1741,53.93,1520
"Garfield",45,2000,"35_39",2464,27.96,916
"Garfield",45,2000,"40_44",3029,19.58,659
"Garfield",45,2000,"45_49",3025,13.02,478
"Garfield",45,2000,"50_54",2454,5.2,208
"Garfield",45,2000,"55_59",1573,7.4,264
"Garfield",45,2000,"60_64",1160,1.75,48
"Garfield",45,2000,"65_69",943,-5.41,-94
"Garfield",45,2000,"70_74",945,-5.4,-65
"Garfield",45,2000,"75_79",765,-15.11,-141
"Gilpin",47,2000,"00_04",255,1.3,4
"Gilpin",47,2000,"05_09",185,-0.48,-1
"Gilpin",47,2000,"10_14",200,-9.11,-25
"Gilpin",47,2000,"15_19",217,-11.25,-29
"Gilpin",47,2000,"20_24",193,-44.99,-133
"Gilpin",47,2000,"25_29",183,-11.3,-28
"Gilpin",47,2000,"30_34",96,75.08,147
"Gilpin",47,2000,"35_39",214,24.38,88
"Gilpin",47,2000,"40_44",350,4.34,18
"Gilpin",47,2000,"45_49",405,14.02,69
"Gilpin",47,2000,"50_54",362,25.73,127
"Gilpin",47,2000,"55_59",225,8.14,47
"Gilpin",47,2000,"60_64",136,17.13,70
"Gilpin",47,2000,"65_69",103,-0.03,0
"Gilpin",47,2000,"70_74",104,3.53,4
"Gilpin",47,2000,"75_79",70,-15.96,-13
"Grand",49,2000,"00_04",654,11.73,87
"Grand",49,2000,"05_09",482,11.39,86
"Grand",49,2000,"10_14",536,16.04,118
"Grand",49,2000,"15_19",598,12.94,92
"Grand",49,2000,"20_24",561,-6.53,-53
"Grand",49,2000,"25_29",488,30.71,243
"Grand",49,2000,"30_34",517,19.84,170
"Grand",49,2000,"35_39",762,1.29,13
"Grand",49,2000,"40_44",863,6.65,68
"Grand",49,2000,"45_49",871,14.92,163
"Grand",49,2000,"50_54",672,16.85,212
"Grand",49,2000,"55_59",407,6.48,82
"Grand",49,2000,"60_64",295,10.97,107
"Grand",49,2000,"65_69",323,5.61,35
"Grand",49,2000,"70_74",296,-16.38,-74
"Grand",49,2000,"75_79",185,-17.14,-58
"Gunnison",51,2000,"00_04",663,-6.05,-50
"Gunnison",51,2000,"05_09",596,-1.65,-14
"Gunnison",51,2000,"10_14",685,16.37,103
"Gunnison",51,2000,"15_19",639,60.81,402
"Gunnison",51,2000,"20_24",536,164.63,1228
"Gunnison",51,2000,"25_29",1193,5.85,71
"Gunnison",51,2000,"30_34",1500,-47.95,-1026
"Gunnison",51,2000,"35_39",892,-24.36,-351
"Gunnison",51,2000,"40_44",950,-6.76,-76
"Gunnison",51,2000,"45_49",934,1.66,16
"Gunnison",51,2000,"50_54",757,5.02,51
"Gunnison",51,2000,"55_59",488,-1.27,-14
"Gunnison",51,2000,"60_64",344,8.42,69
"Gunnison",51,2000,"65_69",304,9.86,54
"Gunnison",51,2000,"70_74",247,-14.94,-56
"Gunnison",51,2000,"75_79",193,-27.35,-74
"Hinsdale",53,2000,"00_04",71,30.36,13
"Hinsdale",53,2000,"05_09",24,29.5,11
"Hinsdale",53,2000,"10_14",17,0.9,0
"Hinsdale",53,2000,"15_19",34,-55.92,-22
"Hinsdale",53,2000,"20_24",23,11.91,5
"Hinsdale",53,2000,"25_29",18,33.37,10
"Hinsdale",53,2000,"30_34",18,36.97,10
"Hinsdale",53,2000,"35_39",30,9.69,3
"Hinsdale",53,2000,"40_44",48,-12.37,-6
"Hinsdale",53,2000,"45_49",57,19.35,11
"Hinsdale",53,2000,"50_54",43,-22.03,-20
"Hinsdale",53,2000,"55_59",28,11.6,8
"Hinsdale",53,2000,"60_64",27,1.11,1
"Hinsdale",53,2000,"65_69",37,-0.77,0
"Hinsdale",53,2000,"70_74",26,-21.43,-10
"Hinsdale",53,2000,"75_79",31,-37.12,-14
"Huerfano",55,2000,"00_04",293,-1.04,-3
"Huerfano",55,2000,"05_09",314,-10.44,-38
"Huerfano",55,2000,"10_14",359,-1.58,-5
"Huerfano",55,2000,"15_19",432,-2.12,-9
"Huerfano",55,2000,"20_24",475,-50.41,-257
"Huerfano",55,2000,"25_29",411,-50.36,-245
"Huerfano",55,2000,"30_34",232,-34.93,-146
"Huerfano",55,2000,"35_39",304,-38.51,-166
"Huerfano",55,2000,"40_44",385,-23.68,-104
"Huerfano",55,2000,"45_49",422,-14,-78
"Huerfano",55,2000,"50_54",361,-10.96,-72
"Huerfano",55,2000,"55_59",331,12.95,74
"Huerfano",55,2000,"60_64",274,20.85,114
"Huerfano",55,2000,"65_69",257,19.73,90
"Huerfano",55,2000,"70_74",299,16.41,59
"Huerfano",55,2000,"75_79",257,13.65,33
"Jackson",57,2000,"00_04",74,13.35,7
"Jackson",57,2000,"05_09",93,16.45,11
"Jackson",57,2000,"10_14",115,-10.32,-9
"Jackson",57,2000,"15_19",108,-31.12,-33
"Jackson",57,2000,"20_24",123,-46.71,-55
"Jackson",57,2000,"25_29",97,-43.37,-52
"Jackson",57,2000,"30_34",96,35.42,18
"Jackson",57,2000,"35_39",112,16.57,11
"Jackson",57,2000,"40_44",138,-6.32,-6
"Jackson",57,2000,"45_49",135,-6.91,-9
"Jackson",57,2000,"50_54",126,6.34,8
"Jackson",57,2000,"55_59",112,-4.99,-7
"Jackson",57,2000,"60_64",92,-9.3,-10
"Jackson",57,2000,"65_69",81,-7.15,-8
"Jackson",57,2000,"70_74",74,-20,-14
"Jackson",57,2000,"75_79",42,-8.78,-5
"Jefferson",59,2000,"00_04",28545,0.75,224
"Jefferson",59,2000,"05_09",32068,2.39,764
"Jefferson",59,2000,"10_14",33741,3.11,1023
"Jefferson",59,2000,"15_19",33690,-3.56,-1310
"Jefferson",59,2000,"20_24",30855,-20.45,-8083
"Jefferson",59,2000,"25_29",29238,-8.1,-2947
"Jefferson",59,2000,"30_34",25820,12.02,3490
"Jefferson",59,2000,"35_39",36731,2.6,861
"Jefferson",59,2000,"40_44",43740,1.47,546
"Jefferson",59,2000,"45_49",42705,-4.08,-1885
"Jefferson",59,2000,"50_54",38765,-5.38,-2639
"Jefferson",59,2000,"55_59",28481,-7.31,-3267
"Jefferson",59,2000,"60_64",21061,-9.33,-3465
"Jefferson",59,2000,"65_69",16743,-11.98,-3045
"Jefferson",59,2000,"70_74",13302,-8.03,-1367
"Jefferson",59,2000,"75_79",9861,-2.99,-373
"Kiowa",61,2000,"00_04",109,3.92,3
"Kiowa",61,2000,"05_09",84,3.34,3
"Kiowa",61,2000,"10_14",102,-6.95,-7
"Kiowa",61,2000,"15_19",153,-7.48,-8
"Kiowa",61,2000,"20_24",147,-57.58,-65
"Kiowa",61,2000,"25_29",107,-45.81,-61
"Kiowa",61,2000,"30_34",45,-15.44,-12
"Kiowa",61,2000,"35_39",111,-17.43,-15
"Kiowa",61,2000,"40_44",120,-7.08,-4
"Kiowa",61,2000,"45_49",147,-15.19,-19
"Kiowa",61,2000,"50_54",102,5.29,6
"Kiowa",61,2000,"55_59",73,-0.7,-1
"Kiowa",61,2000,"60_64",91,-1.63,-2
"Kiowa",61,2000,"65_69",64,-2.76,-2
"Kiowa",61,2000,"70_74",76,4.88,4
"Kiowa",61,2000,"75_79",74,-14.05,-7
"Kit Carson",63,2000,"00_04",435,10.7,53
"Kit Carson",63,2000,"05_09",492,2.78,13
"Kit Carson",63,2000,"10_14",561,3.08,15
"Kit Carson",63,2000,"15_19",618,-7.68,-45
"Kit Carson",63,2000,"20_24",581,-26.2,-168
"Kit Carson",63,2000,"25_29",463,5.46,33
"Kit Carson",63,2000,"30_34",279,40.55,162
"Kit Carson",63,2000,"35_39",466,19.34,89
"Kit Carson",63,2000,"40_44",608,10.49,51
"Kit Carson",63,2000,"45_49",501,-3.75,-25
"Kit Carson",63,2000,"50_54",461,0.78,5
"Kit Carson",63,2000,"55_59",372,5.84,29
"Kit Carson",63,2000,"60_64",339,2.12,9
"Kit Carson",63,2000,"65_69",299,-1.76,-7
"Kit Carson",63,2000,"70_74",291,11.04,32
"Kit Carson",63,2000,"75_79",267,-4.32,-10
"Lake",65,2000,"00_04",794,-4.39,-26
"Lake",65,2000,"05_09",499,-20.69,-127
"Lake",65,2000,"10_14",510,-20.18,-125
"Lake",65,2000,"15_19",515,-20.14,-122
"Lake",65,2000,"20_24",420,-6.21,-34
"Lake",65,2000,"25_29",423,-4.86,-29
"Lake",65,2000,"30_34",417,-26.07,-194
"Lake",65,2000,"35_39",571,-20.82,-153
"Lake",65,2000,"40_44",564,-25.02,-162
"Lake",65,2000,"45_49",597,-16.04,-95
"Lake",65,2000,"50_54",431,-15.22,-92
"Lake",65,2000,"55_59",267,-8.49,-51
"Lake",65,2000,"60_64",295,0.27,1
"Lake",65,2000,"65_69",222,-12.06,-33
"Lake",65,2000,"70_74",172,-32.21,-86
"Lake",65,2000,"75_79",142,-29.72,-48
"La Plata",67,2000,"00_04",3348,-1.1,-32
"La Plata",67,2000,"05_09",2156,21.75,525
"La Plata",67,2000,"10_14",2264,26.19,587
"La Plata",67,2000,"15_19",2564,32.5,893
"La Plata",67,2000,"20_24",2230,42.36,1277
"La Plata",67,2000,"25_29",2821,-4.61,-179
"La Plata",67,2000,"30_34",3009,-23.63,-1015
"La Plata",67,2000,"35_39",2180,11.84,348
"La Plata",67,2000,"40_44",2729,19.77,521
"La Plata",67,2000,"45_49",3116,13.47,435
"La Plata",67,2000,"50_54",2483,10.83,415
"La Plata",67,2000,"55_59",1682,5.02,201
"La Plata",67,2000,"60_64",1253,10.98,334
"La Plata",67,2000,"65_69",1062,4.57,97
"La Plata",67,2000,"70_74",1038,1.03,15
"La Plata",67,2000,"75_79",861,-10.88,-117
"Larimer",69,2000,"00_04",13235,0.81,140
"Larimer",69,2000,"05_09",13587,8.03,1339
"Larimer",69,2000,"10_14",13758,15.43,2348
"Larimer",69,2000,"15_19",14097,33.33,5494
"Larimer",69,2000,"20_24",12470,71.15,12655
"Larimer",69,2000,"25_29",14880,9.84,2018
"Larimer",69,2000,"30_34",18586,-21.54,-5489
"Larimer",69,2000,"35_39",15557,-2.41,-463
"Larimer",69,2000,"40_44",17640,6.99,1167
"Larimer",69,2000,"45_49",17102,5.46,1050
"Larimer",69,2000,"50_54",13885,4.08,864
"Larimer",69,2000,"55_59",9812,4.89,953
"Larimer",69,2000,"60_64",6870,11.13,1699
"Larimer",69,2000,"65_69",5666,13.03,1369
"Larimer",69,2000,"70_74",4977,13.94,996
"Larimer",69,2000,"75_79",4495,9.08,508
"Las Animas",71,2000,"00_04",771,-4.74,-43
"Las Animas",71,2000,"05_09",880,3.5,30
"Las Animas",71,2000,"10_14",892,5.48,46
"Las Animas",71,2000,"15_19",965,2.01,21
"Las Animas",71,2000,"20_24",1053,-16.6,-186
"Las Animas",71,2000,"25_29",1065,-21.89,-242
"Las Animas",71,2000,"30_34",719,3.65,27
"Las Animas",71,2000,"35_39",775,17.07,119
"Las Animas",71,2000,"40_44",839,10.26,81
"Las Animas",71,2000,"45_49",971,12.91,125
"Las Animas",71,2000,"50_54",891,15.14,166
"Las Animas",71,2000,"55_59",647,13.55,152
"Las Animas",71,2000,"60_64",599,11.57,121
"Las Animas",71,2000,"65_69",552,11.35,88
"Las Animas",71,2000,"70_74",628,2.76,18
"Las Animas",71,2000,"75_79",561,-15.69,-81
"Lincoln",73,2000,"00_04",379,-1.06,-3
"Lincoln",73,2000,"05_09",281,1.18,3
"Lincoln",73,2000,"10_14",361,-3.64,-11
"Lincoln",73,2000,"15_19",398,-11.87,-46
"Lincoln",73,2000,"20_24",304,-32.02,-153
"Lincoln",73,2000,"25_29",267,-3.6,-16
"Lincoln",73,2000,"30_34",187,38.46,111
"Lincoln",73,2000,"35_39",337,-26.37,-108
"Lincoln",73,2000,"40_44",372,-17.03,-78
"Lincoln",73,2000,"45_49",312,-21.02,-115
"Lincoln",73,2000,"50_54",249,-21.52,-128
"Lincoln",73,2000,"55_59",266,-23.17,-102
"Lincoln",73,2000,"60_64",229,-7.95,-24
"Lincoln",73,2000,"65_69",231,-15.44,-46
"Lincoln",73,2000,"70_74",185,-4.48,-9
"Lincoln",73,2000,"75_79",205,-5.91,-11
"Logan",75,2000,"00_04",1776,0.62,7
"Logan",75,2000,"05_09",1208,-4.08,-52
"Logan",75,2000,"10_14",1218,2.22,29
"Logan",75,2000,"15_19",1397,20.39,278
"Logan",75,2000,"20_24",1279,16.34,238
"Logan",75,2000,"25_29",1354,-3.85,-69
"Logan",75,2000,"30_34",930,10.44,145
"Logan",75,2000,"35_39",1215,16.45,207
"Logan",75,2000,"40_44",1406,13.75,172
"Logan",75,2000,"45_49",1276,4.54,73
"Logan",75,2000,"50_54",1062,7.11,116
"Logan",75,2000,"55_59",909,5.56,79
"Logan",75,2000,"60_64",799,7.57,86
"Logan",75,2000,"65_69",732,7.78,64
"Logan",75,2000,"70_74",746,1.07,8
"Logan",75,2000,"75_79",639,9.21,53
"Mesa",77,2000,"00_04",6298,0.24,24
"Mesa",77,2000,"05_09",6439,20.08,1602
"Mesa",77,2000,"10_14",6721,26.83,1960
"Mesa",77,2000,"15_19",7409,28.61,2277
"Mesa",77,2000,"20_24",7003,20.36,1744
"Mesa",77,2000,"25_29",6714,12.5,1133
"Mesa",77,2000,"30_34",5313,27.14,1964
"Mesa",77,2000,"35_39",6048,28.21,1851
"Mesa",77,2000,"40_44",7729,29.04,1871
"Mesa",77,2000,"45_49",7739,20.56,1685
"Mesa",77,2000,"50_54",6491,18.65,1727
"Mesa",77,2000,"55_59",4915,17.42,1540
"Mesa",77,2000,"60_64",3901,20.85,1509
"Mesa",77,2000,"65_69",3473,22.99,1216
"Mesa",77,2000,"70_74",3687,18.74,791
"Mesa",77,2000,"75_79",3343,11.51,414
"Mineral",79,2000,"00_04",101,-11.32,-2
"Mineral",79,2000,"05_09",37,25.01,7
"Mineral",79,2000,"10_14",49,-30.78,-11
"Mineral",79,2000,"15_19",34,-34.1,-18
"Mineral",79,2000,"20_24",27,-62.9,-34
"Mineral",79,2000,"25_29",21,-1.71,-1
"Mineral",79,2000,"30_34",15,2.83,1
"Mineral",79,2000,"35_39",54,0.48,0
"Mineral",79,2000,"40_44",51,-38.26,-13
"Mineral",79,2000,"45_49",50,-12.59,-9
"Mineral",79,2000,"50_54",36,2.16,1
"Mineral",79,2000,"55_59",30,19.66,13
"Mineral",79,2000,"60_64",43,27.14,19
"Mineral",79,2000,"65_69",29,4.08,3
"Mineral",79,2000,"70_74",32,-30.17,-17
"Mineral",79,2000,"75_79",38,-33.31,-15
"Moffat",81,2000,"00_04",875,0.46,5
"Moffat",81,2000,"05_09",729,14.8,142
"Moffat",81,2000,"10_14",989,13.27,118
"Moffat",81,2000,"15_19",1119,0.05,0
"Moffat",81,2000,"20_24",1044,-29.41,-346
"Moffat",81,2000,"25_29",773,-9.55,-102
"Moffat",81,2000,"30_34",524,23.55,178
"Moffat",81,2000,"35_39",791,6.25,49
"Moffat",81,2000,"40_44",1150,5.3,43
"Moffat",81,2000,"45_49",1130,4.52,46
"Moffat",81,2000,"50_54",845,-10.79,-133
"Moffat",81,2000,"55_59",642,-6.53,-73
"Moffat",81,2000,"60_64",457,-7.89,-63
"Moffat",81,2000,"65_69",392,-14.65,-90
"Moffat",81,2000,"70_74",332,-9.79,-36
"Moffat",81,2000,"75_79",213,-13.9,-42
"Montezuma",83,2000,"00_04",1635,1.99,32
"Montezuma",83,2000,"05_09",1506,7.21,112
"Montezuma",83,2000,"10_14",1588,1.01,16
"Montezuma",83,2000,"15_19",1688,-7.56,-133
"Montezuma",83,2000,"20_24",1689,-33.62,-645
"Montezuma",83,2000,"25_29",1292,-22.11,-382
"Montezuma",83,2000,"30_34",869,22.4,247
"Montezuma",83,2000,"35_39",1158,18.66,219
"Montezuma",83,2000,"40_44",1476,10.1,142
"Montezuma",83,2000,"45_49",1473,6.77,110
"Montezuma",83,2000,"50_54",1257,13.23,243
"Montezuma",83,2000,"55_59",954,15.79,290
"Montezuma",83,2000,"60_64",787,25.62,394
"Montezuma",83,2000,"65_69",751,14.07,170
"Montezuma",83,2000,"70_74",721,8.55,80
"Montezuma",83,2000,"75_79",594,-0.47,-4
"Montrose",85,2000,"00_04",2218,1.35,35
"Montrose",85,2000,"05_09",1802,18.56,443
"Montrose",85,2000,"10_14",1639,30.6,693
"Montrose",85,2000,"15_19",2087,7.82,194
"Montrose",85,2000,"20_24",1995,-25.89,-649
"Montrose",85,2000,"25_29",1525,-7.04,-178
"Montrose",85,2000,"30_34",994,43.59,658
"Montrose",85,2000,"35_39",1411,42.2,697
"Montrose",85,2000,"40_44",1764,27.13,520
"Montrose",85,2000,"45_49",1838,24.39,560
"Montrose",85,2000,"50_54",1785,24.26,617
"Montrose",85,2000,"55_59",1412,23.83,581
"Montrose",85,2000,"60_64",1288,32.55,690
"Montrose",85,2000,"65_69",1070,27.41,479
"Montrose",85,2000,"70_74",999,29.71,421
"Montrose",85,2000,"75_79",981,18.72,206
"Morgan",87,2000,"00_04",2323,2.1,45
"Morgan",87,2000,"05_09",1999,-4.09,-93
"Morgan",87,2000,"10_14",1870,-4.53,-104
"Morgan",87,2000,"15_19",1952,-9.99,-232
"Morgan",87,2000,"20_24",1791,-21.93,-487
"Morgan",87,2000,"25_29",1455,-15.23,-325
"Morgan",87,2000,"30_34",1195,6.66,104
"Morgan",87,2000,"35_39",1617,-2.76,-47
"Morgan",87,2000,"40_44",1778,-3.29,-60
"Morgan",87,2000,"45_49",1618,-1.28,-26
"Morgan",87,2000,"50_54",1280,-0.99,-20
"Morgan",87,2000,"55_59",961,-2.75,-48
"Morgan",87,2000,"60_64",961,1.56,21
"Morgan",87,2000,"65_69",895,9.92,99
"Morgan",87,2000,"70_74",812,4.61,41
"Morgan",87,2000,"75_79",689,3.94,28
"Otero",89,2000,"00_04",1248,-2.53,-31
"Otero",89,2000,"05_09",1540,-9.02,-135
"Otero",89,2000,"10_14",1511,-3.12,-41
"Otero",89,2000,"15_19",1649,-1.8,-26
"Otero",89,2000,"20_24",1700,-31.73,-499
