"county","countyfips","year","age","population","migrationrate","netmigration"
"State Total",0,2010,"00_04",319638,0.93,2969
"State Total",0,2010,"05_09",325476,6.83,22229
"State Total",0,2010,"10_14",342770,9.76,33448
"State Total",0,2010,"15_19",348659,7.6,26504
"State Total",0,2010,"20_24",332582,16.65,55388
"State Total",0,2010,"25_29",337248,32.36,109137
"State Total",0,2010,"30_34",345172,30.29,104568
"State Total",0,2010,"35_39",368721,14.9,54936
"State Total",0,2010,"40_44",351303,6.8,23906
"State Total",0,2010,"45_49",345934,3.17,10981
"State Total",0,2010,"50_54",339496,0.84,2857
"State Total",0,2010,"55_59",355322,1.18,4198
"State Total",0,2010,"60_64",351252,0.1,334
"State Total",0,2010,"65_69",303727,0.27,832
"State Total",0,2010,"70_74",242551,-2.16,-5250
"State Total",0,2010,"75_79",152157,-2.87,-4367
"Adams",1,2010,"00_04",34590,-0.58,-200
"Adams",1,2010,"05_09",35520,2.76,982
"Adams",1,2010,"10_14",37514,5.76,2161
"Adams",1,2010,"15_19",36864,1.17,432
"Adams",1,2010,"20_24",33249,4.67,1553
"Adams",1,2010,"25_29",29880,36.26,10834
"Adams",1,2010,"30_34",29300,44.91,13160
"Adams",1,2010,"35_39",35269,16.49,5816
"Adams",1,2010,"40_44",35489,3.16,1121
"Adams",1,2010,"45_49",33597,-1.31,-439
"Adams",1,2010,"50_54",30381,-1.39,-421
"Adams",1,2010,"55_59",28917,1.65,477
"Adams",1,2010,"60_64",26365,0.86,228
"Adams",1,2010,"65_69",21123,-0.82,-173
"Adams",1,2010,"70_74",16272,-3.39,-552
"Adams",1,2010,"75_79",9736,-1.71,-166
"Alamosa",3,2010,"00_04",967,2.07,20
"Alamosa",3,2010,"05_09",1116,-0.09,-1
"Alamosa",3,2010,"10_14",1196,-4.85,-58
"Alamosa",3,2010,"15_19",1046,27.34,286
"Alamosa",3,2010,"20_24",947,55.54,526
"Alamosa",3,2010,"25_29",1293,-17.01,-220
"Alamosa",3,2010,"30_34",1588,-28.4,-451
"Alamosa",3,2010,"35_39",1074,-8.1,-87
"Alamosa",3,2010,"40_44",860,4.19,36
"Alamosa",3,2010,"45_49",803,-2.99,-24
"Alamosa",3,2010,"50_54",748,10.7,80
"Alamosa",3,2010,"55_59",943,4.35,41
"Alamosa",3,2010,"60_64",1028,-0.88,-9
"Alamosa",3,2010,"65_69",897,4.91,44
"Alamosa",3,2010,"70_74",753,-11.02,-83
"Alamosa",3,2010,"75_79",447,-0.22,-1
"Arapahoe",5,2010,"00_04",38594,0.68,262
"Arapahoe",5,2010,"05_09",39063,7.82,3055
"Arapahoe",5,2010,"10_14",40545,13.49,5468
"Arapahoe",5,2010,"15_19",41302,1.56,646
"Arapahoe",5,2010,"20_24",40081,-0.69,-278
"Arapahoe",5,2010,"25_29",38756,30.46,11807
"Arapahoe",5,2010,"30_34",34457,50.14,17278
"Arapahoe",5,2010,"35_39",42418,17.16,7278
"Arapahoe",5,2010,"40_44",41181,8.63,3554
"Arapahoe",5,2010,"45_49",41001,4.25,1744
"Arapahoe",5,2010,"50_54",39592,0.34,134
"Arapahoe",5,2010,"55_59",41132,-4.54,-1869
"Arapahoe",5,2010,"60_64",40608,-7.92,-3215
"Arapahoe",5,2010,"65_69",34571,-9.44,-3264
"Arapahoe",5,2010,"70_74",27315,-8.68,-2371
"Arapahoe",5,2010,"75_79",16080,-5.22,-840
"Archuleta",7,2010,"00_04",579,2.42,14
"Archuleta",7,2010,"05_09",582,20.1,117
"Archuleta",7,2010,"10_14",600,19.33,116
"Archuleta",7,2010,"15_19",625,-1.28,-8
"Archuleta",7,2010,"20_24",718,-35.52,-255
"Archuleta",7,2010,"25_29",681,-21.88,-149
"Archuleta",7,2010,"30_34",447,52.57,235
"Archuleta",7,2010,"35_39",546,47.44,259
"Archuleta",7,2010,"40_44",555,25.59,142
"Archuleta",7,2010,"45_49",557,20.11,112
"Archuleta",7,2010,"50_54",629,17.17,108
"Archuleta",7,2010,"55_59",899,27.36,246
"Archuleta",7,2010,"60_64",1037,30.18,313
"Archuleta",7,2010,"65_69",1115,22.96,256
"Archuleta",7,2010,"70_74",1145,-0.44,-5
"Archuleta",7,2010,"75_79",715,-12.45,-89
"Baca",9,2010,"00_04",199,-1.01,-2
"Baca",9,2010,"05_09",210,0,0
"Baca",9,2010,"10_14",212,8.49,18
"Baca",9,2010,"15_19",200,-8.5,-17
"Baca",9,2010,"20_24",241,-31.54,-76
"Baca",9,2010,"25_29",242,-23.55,-57
"Baca",9,2010,"30_34",136,33.82,46
"Baca",9,2010,"35_39",209,4.31,9
"Baca",9,2010,"40_44",173,-1.16,-2
"Baca",9,2010,"45_49",169,-2.37,-4
"Baca",9,2010,"50_54",182,-0.55,-1
"Baca",9,2010,"55_59",239,-1.67,-4
"Baca",9,2010,"60_64",279,-0.72,-2
"Baca",9,2010,"65_69",252,0.4,1
"Baca",9,2010,"70_74",217,-4.61,-10
"Baca",9,2010,"75_79",187,-14.44,-27
"Bent",11,2010,"00_04",194,2.06,4
"Bent",11,2010,"05_09",207,12.08,25
"Bent",11,2010,"10_14",283,-2.83,-8
"Bent",11,2010,"15_19",291,-8.25,-24
"Bent",11,2010,"20_24",321,4.67,15
"Bent",11,2010,"25_29",277,55.6,154
"Bent",11,2010,"30_34",456,-9.87,-45
"Bent",11,2010,"35_39",576,-25.17,-145
"Bent",11,2010,"40_44",491,-20.98,-103
"Bent",11,2010,"45_49",507,-25.64,-130
"Bent",11,2010,"50_54",493,-28.6,-141
"Bent",11,2010,"55_59",531,-29.76,-158
"Bent",11,2010,"60_64",442,-12.44,-55
"Bent",11,2010,"65_69",362,-14.36,-52
"Bent",11,2010,"70_74",325,-14.15,-46
"Bent",11,2010,"75_79",209,-18.66,-39
"Boulder",13,2010,"00_04",13050,1.46,191
"Boulder",13,2010,"05_09",14639,14.74,2158
"Boulder",13,2010,"10_14",16519,15.9,2626
"Boulder",13,2010,"15_19",18135,47.05,8533
"Boulder",13,2010,"20_24",17685,83.43,14754
"Boulder",13,2010,"25_29",22879,6.76,1547
"Boulder",13,2010,"30_34",29291,-22.05,-6459
"Boulder",13,2010,"35_39",20064,4.35,873
"Boulder",13,2010,"40_44",19044,8.98,1711
"Boulder",13,2010,"45_49",19982,4.82,963
"Boulder",13,2010,"50_54",20481,1.26,259
"Boulder",13,2010,"55_59",21574,-4.17,-900
"Boulder",13,2010,"60_64",21719,-6.83,-1484
"Boulder",13,2010,"65_69",18698,-4.35,-814
"Boulder",13,2010,"70_74",14288,-2.09,-299
"Boulder",13,2010,"75_79",8499,1.01,86
"Broomfield",14,2010,"00_04",3351,7.67,257
"Broomfield",14,2010,"05_09",3392,28.74,975
"Broomfield",14,2010,"10_14",3898,32.43,1264
"Broomfield",14,2010,"15_19",4375,8.64,378
"Broomfield",14,2010,"20_24",4036,8.25,333
"Broomfield",14,2010,"25_29",3544,70.15,2486
"Broomfield",14,2010,"30_34",3046,91.63,2791
"Broomfield",14,2010,"35_39",3611,45.14,1630
"Broomfield",14,2010,"40_44",4076,32.75,1335
"Broomfield",14,2010,"45_49",4412,21.96,969
"Broomfield",14,2010,"50_54",4462,6.28,280
"Broomfield",14,2010,"55_59",4370,2.01,88
"Broomfield",14,2010,"60_64",4019,4.11,165
"Broomfield",14,2010,"65_69",3203,10.52,337
"Broomfield",14,2010,"70_74",2443,26.24,641
"Broomfield",14,2010,"75_79",1487,29.32,436
"Chaffee",15,2010,"00_04",668,11.38,76
"Chaffee",15,2010,"05_09",685,18.83,129
"Chaffee",15,2010,"10_14",750,19.2,144
"Chaffee",15,2010,"15_19",824,-0.97,-8
"Chaffee",15,2010,"20_24",815,-10.55,-86
"Chaffee",15,2010,"25_29",898,23.05,207
"Chaffee",15,2010,"30_34",789,59.95,473
"Chaffee",15,2010,"35_39",1033,29.91,309
"Chaffee",15,2010,"40_44",990,23.23,230
"Chaffee",15,2010,"45_49",978,19.53,191
"Chaffee",15,2010,"50_54",1092,4.95,54
"Chaffee",15,2010,"55_59",1280,14.69,188
"Chaffee",15,2010,"60_64",1375,21.38,294
"Chaffee",15,2010,"65_69",1477,20.11,297
"Chaffee",15,2010,"70_74",1366,7.47,102
"Chaffee",15,2010,"75_79",1015,-11.92,-121
"Cheyenne",17,2010,"00_04",86,-4.65,-4
"Cheyenne",17,2010,"05_09",142,-2.11,-3
"Cheyenne",17,2010,"10_14",129,0,0
"Cheyenne",17,2010,"15_19",115,-15.65,-18
"Cheyenne",17,2010,"20_24",108,-25.93,-28
"Cheyenne",17,2010,"25_29",125,-34.4,-43
"Cheyenne",17,2010,"30_34",81,17.28,14
"Cheyenne",17,2010,"35_39",110,-4.55,-5
"Cheyenne",17,2010,"40_44",102,6.86,7
"Cheyenne",17,2010,"45_49",88,-9.09,-8
"Cheyenne",17,2010,"50_54",96,-7.29,-7
"Cheyenne",17,2010,"55_59",133,9.77,13
"Cheyenne",17,2010,"60_64",128,-0.78,-1
"Cheyenne",17,2010,"65_69",141,-1.42,-2
"Cheyenne",17,2010,"70_74",102,-10.78,-11
"Cheyenne",17,2010,"75_79",53,-3.77,-2
"Clear Creek",19,2010,"00_04",372,2.96,11
"Clear Creek",19,2010,"05_09",338,5.03,17
"Clear Creek",19,2010,"10_14",439,-4.56,-20
"Clear Creek",19,2010,"15_19",415,-7.71,-32
"Clear Creek",19,2010,"20_24",408,-19.12,-78
"Clear Creek",19,2010,"25_29",443,11.29,50
"Clear Creek",19,2010,"30_34",267,128.09,342
"Clear Creek",19,2010,"35_39",391,67.52,264
"Clear Creek",19,2010,"40_44",505,23.76,120
"Clear Creek",19,2010,"45_49",614,-0.81,-5
"Clear Creek",19,2010,"50_54",716,4.61,33
"Clear Creek",19,2010,"55_59",812,7.88,64
"Clear Creek",19,2010,"60_64",1004,-8.37,-84
"Clear Creek",19,2010,"65_69",965,-13.16,-127
"Clear Creek",19,2010,"70_74",764,-20.68,-158
"Clear Creek",19,2010,"75_79",448,-33.71,-151
"Conejos",21,2010,"00_04",459,-0.87,-4
"Conejos",21,2010,"05_09",571,-1.23,-7
"Conejos",21,2010,"10_14",649,-11.09,-72
"Conejos",21,2010,"15_19",619,-15.83,-98
"Conejos",21,2010,"20_24",667,-41.23,-275
"Conejos",21,2010,"25_29",644,-42.7,-275
"Conejos",21,2010,"30_34",423,-9.69,-41
"Conejos",21,2010,"35_39",415,6.02,25
"Conejos",21,2010,"40_44",395,2.28,9
"Conejos",21,2010,"45_49",411,-14.36,-59
"Conejos",21,2010,"50_54",446,-5.83,-26
"Conejos",21,2010,"55_59",519,-3.28,-17
"Conejos",21,2010,"60_64",554,-3.97,-22
"Conejos",21,2010,"65_69",548,-4.56,-25
"Conejos",21,2010,"70_74",421,-6.89,-29
"Conejos",21,2010,"75_79",290,-8.62,-25
"Costilla",23,2010,"00_04",156,6.41,10
"Costilla",23,2010,"05_09",151,16.56,25
"Costilla",23,2010,"10_14",172,19.77,34
"Costilla",23,2010,"15_19",200,-8.5,-17
"Costilla",23,2010,"20_24",202,-25.74,-52
"Costilla",23,2010,"25_29",242,-30.17,-73
"Costilla",23,2010,"30_34",131,33.59,44
"Costilla",23,2010,"35_39",126,29.37,37
"Costilla",23,2010,"40_44",140,27.14,38
"Costilla",23,2010,"45_49",144,22.22,32
"Costilla",23,2010,"50_54",179,22.91,41
"Costilla",23,2010,"55_59",223,13.45,30
"Costilla",23,2010,"60_64",266,25.56,68
"Costilla",23,2010,"65_69",248,14.52,36
"Costilla",23,2010,"70_74",276,-7.25,-20
"Costilla",23,2010,"75_79",266,-27.07,-72
"Crowley",25,2010,"00_04",134,6.72,9
"Crowley",25,2010,"05_09",185,-14.05,-26
"Crowley",25,2010,"10_14",184,10.87,20
"Crowley",25,2010,"15_19",211,-15.64,-33
"Crowley",25,2010,"20_24",242,39.67,96
"Crowley",25,2010,"25_29",257,91.05,234
"Crowley",25,2010,"30_34",463,19.22,89
"Crowley",25,2010,"35_39",605,0.99,6
"Crowley",25,2010,"40_44",561,-6.77,-38
"Crowley",25,2010,"45_49",491,-12.83,-63
"Crowley",25,2010,"50_54",484,-16.94,-82
"Crowley",25,2010,"55_59",541,-23.48,-127
"Crowley",25,2010,"60_64",420,-6.19,-26
"Crowley",25,2010,"65_69",323,-0.31,-1
"Crowley",25,2010,"70_74",238,-4.62,-11
"Crowley",25,2010,"75_79",170,-20,-34
"Custer",27,2010,"00_04",148,21.62,32
"Custer",27,2010,"05_09",117,56.41,66
"Custer",27,2010,"10_14",136,52.21,71
"Custer",27,2010,"15_19",183,7.1,13
"Custer",27,2010,"20_24",234,-35.47,-83
"Custer",27,2010,"25_29",219,-31.51,-69
"Custer",27,2010,"30_34",91,48.35,44
"Custer",27,2010,"35_39",134,64.18,86
"Custer",27,2010,"40_44",160,14.38,23
"Custer",27,2010,"45_49",183,22.95,42
"Custer",27,2010,"50_54",211,22.27,47
"Custer",27,2010,"55_59",254,68.11,173
"Custer",27,2010,"60_64",401,47.63,191
"Custer",27,2010,"65_69",465,37.2,173
"Custer",27,2010,"70_74",481,3.95,19
"Custer",27,2010,"75_79",347,-28.82,-100
"Delta",29,2010,"00_04",1382,2.75,38
"Delta",29,2010,"05_09",1544,9.78,151
"Delta",29,2010,"10_14",1724,10.96,189
"Delta",29,2010,"15_19",1837,-5.99,-110
"Delta",29,2010,"20_24",1933,-38.59,-746
"Delta",29,2010,"25_29",1961,-31.06,-609
"Delta",29,2010,"30_34",1378,15.17,209
"Delta",29,2010,"35_39",1539,15.66,241
"Delta",29,2010,"40_44",1512,10.52,159
"Delta",29,2010,"45_49",1526,5.5,84
"Delta",29,2010,"50_54",1649,5.09,84
"Delta",29,2010,"55_59",1994,13.64,272
"Delta",29,2010,"60_64",2273,14.65,333
"Delta",29,2010,"65_69",2229,22.84,509
"Delta",29,2010,"70_74",2072,12.6,261
"Delta",29,2010,"75_79",1543,-0.45,-7
"Denver",31,2010,"00_04",44598,-8.99,-4010
"Denver",31,2010,"05_09",46483,-19.86,-9231
"Denver",31,2010,"10_14",43965,-14.1,-6197
"Denver",31,2010,"15_19",37783,-5.86,-2214
"Denver",31,2010,"20_24",30660,65.08,19955
"Denver",31,2010,"25_29",31400,182.94,57442
"Denver",31,2010,"30_34",46255,78.43,36279
"Denver",31,2010,"35_39",65220,-1.63,-1064
"Denver",31,2010,"40_44",57308,-14.95,-8567
"Denver",31,2010,"45_49",48643,-13.91,-6767
"Denver",31,2010,"50_54",40141,-8.12,-3259
"Denver",31,2010,"55_59",34830,-1.53,-532
"Denver",31,2010,"60_64",33231,-1.6,-532
"Denver",31,2010,"65_69",30248,-2.51,-758
"Denver",31,2010,"70_74",25042,-6.49,-1625
"Denver",31,2010,"75_79",15444,-7.53,-1163
"Dolores",33,2010,"00_04",61,6.56,4
"Dolores",33,2010,"05_09",92,14.13,13
"Dolores",33,2010,"10_14",133,-5.26,-7
"Dolores",33,2010,"15_19",126,-7.14,-9
"Dolores",33,2010,"20_24",120,-20.83,-25
"Dolores",33,2010,"25_29",107,-6.54,-7
"Dolores",33,2010,"30_34",62,61.29,38
"Dolores",33,2010,"35_39",92,39.13,36
"Dolores",33,2010,"40_44",106,11.32,12
"Dolores",33,2010,"45_49",121,10.74,13
"Dolores",33,2010,"50_54",138,6.52,9
"Dolores",33,2010,"55_59",133,2.26,3
"Dolores",33,2010,"60_64",169,4.14,7
"Dolores",33,2010,"65_69",146,4.11,6
"Dolores",33,2010,"70_74",155,-3.87,-6
"Dolores",33,2010,"75_79",112,-8.04,-9
"Douglas",35,2010,"00_04",17401,14.98,2606
"Douglas",35,2010,"05_09",17295,43.42,7510
"Douglas",35,2010,"10_14",21599,34.95,7549
"Douglas",35,2010,"15_19",26542,1.48,393
"Douglas",35,2010,"20_24",25082,-29.23,-7332
"Douglas",35,2010,"25_29",19527,-4.45,-868
"Douglas",35,2010,"30_34",10000,116.01,11601
"Douglas",35,2010,"35_39",13933,83.61,11649
"Douglas",35,2010,"40_44",18685,40.49,7565
"Douglas",35,2010,"45_49",24256,18.77,4554
"Douglas",35,2010,"50_54",26623,2.75,733
"Douglas",35,2010,"55_59",25183,0.01,3
"Douglas",35,2010,"60_64",21462,-1.02,-219
"Douglas",35,2010,"65_69",16414,2.36,387
"Douglas",35,2010,"70_74",12760,4.15,530
"Douglas",35,2010,"75_79",7504,9.45,709
"Eagle",37,2010,"00_04",2926,1.88,55
"Eagle",37,2010,"05_09",3225,-3.35,-108
"Eagle",37,2010,"10_14",3869,-0.75,-29
"Eagle",37,2010,"15_19",3757,-5.46,-205
"Eagle",37,2010,"20_24",3300,-11,-363
"Eagle",37,2010,"25_29",2811,46.32,1302
"Eagle",37,2010,"30_34",3292,35.21,1159
"Eagle",37,2010,"35_39",4967,-11.46,-569
"Eagle",37,2010,"40_44",4686,-9.37,-439
"Eagle",37,2010,"45_49",4565,-7.21,-329
"Eagle",37,2010,"50_54",4341,-7.76,-337
"Eagle",37,2010,"55_59",3806,-5.39,-205
"Eagle",37,2010,"60_64",3618,-5.47,-198
"Eagle",37,2010,"65_69",2946,-5.4,-159
"Eagle",37,2010,"70_74",2375,-15.41,-366
"Eagle",37,2010,"75_79",1411,-20.69,-292
"Elbert",39,2010,"00_04",1044,20.79,217
"Elbert",39,2010,"05_09",882,63.72,562
"Elbert",39,2010,"10_14",1121,59.41,666
"Elbert",39,2010,"15_19",1586,13.68,217
"Elbert",39,2010,"20_24",1867,-35.14,-656
"Elbert",39,2010,"25_29",1795,-42.28,-759
"Elbert",39,2010,"30_34",765,64.84,496
"Elbert",39,2010,"35_39",712,113.48,808
"Elbert",39,2010,"40_44",892,75.34,672
"Elbert",39,2010,"45_49",1249,46.44,580
"Elbert",39,2010,"50_54",1864,9.17,171
"Elbert",39,2010,"55_59",2426,2.76,67
"Elbert",39,2010,"60_64",2466,-3.77,-93
"Elbert",39,2010,"65_69",2016,-7.24,-146
"Elbert",39,2010,"70_74",1511,-11.65,-176
"Elbert",39,2010,"75_79",841,-11.77,-99
"El Paso",41,2010,"00_04",46194,-1,-461
"El Paso",41,2010,"05_09",45777,4.54,2080
"El Paso",41,2010,"10_14",45204,9.85,4454
"El Paso",41,2010,"15_19",45190,9.28,4194
"El Paso",41,2010,"20_24",45165,33.33,15053
"El Paso",41,2010,"25_29",45907,26.2,12026
"El Paso",41,2010,"30_34",48913,11.85,5797
"El Paso",41,2010,"35_39",46546,9.48,4413
"El Paso",41,2010,"40_44",40728,7.34,2991
"El Paso",41,2010,"45_49",39572,5.45,2158
"El Paso",41,2010,"50_54",40304,2.86,1152
"El Paso",41,2010,"55_59",45507,0.98,448
"El Paso",41,2010,"60_64",42982,-0.35,-149
"El Paso",41,2010,"65_69",34644,1.05,363
"El Paso",41,2010,"70_74",27234,0.13,36
"El Paso",41,2010,"75_79",17165,-1.28,-220
"Fremont",43,2010,"00_04",1917,4.59,88
"Fremont",43,2010,"05_09",1850,13.41,248
"Fremont",43,2010,"10_14",2096,10.59,222
"Fremont",43,2010,"15_19",2185,4.9,107
"Fremont",43,2010,"20_24",2353,-9.69,-228
"Fremont",43,2010,"25_29",2432,17.93,436
"Fremont",43,2010,"30_34",2432,41.24,1003
"Fremont",43,2010,"35_39",3200,10.03,321
"Fremont",43,2010,"40_44",3108,0.87,27
"Fremont",43,2010,"45_49",3068,-5.83,-179
"Fremont",43,2010,"50_54",3187,-3.8,-121
"Fremont",43,2010,"55_59",3520,6.05,213
"Fremont",43,2010,"60_64",3411,17.15,585
"Fremont",43,2010,"65_69",3040,21.45,652
"Fremont",43,2010,"70_74",2782,10.64,296
"Fremont",43,2010,"75_79",2100,0,0
"Garfield",45,2010,"00_04",3932,0.61,24
"Garfield",45,2010,"05_09",3990,8.6,343
"Garfield",45,2010,"10_14",4445,2.61,116
"Garfield",45,2010,"15_19",4300,0.77,33
"Garfield",45,2010,"20_24",3992,-13.55,-541
"Garfield",45,2010,"25_29",3665,10.94,401
"Garfield",45,2010,"30_34",3325,34.5,1147
"Garfield",45,2010,"35_39",4257,11.13,474
"Garfield",45,2010,"40_44",4248,2.66,113
"Garfield",45,2010,"45_49",4095,-7.25,-297
"Garfield",45,2010,"50_54",3884,-6.41,-249
"Garfield",45,2010,"55_59",3963,-3.15,-125
"Garfield",45,2010,"60_64",3994,-5.71,-228
"Garfield",45,2010,"65_69",3557,-7.96,-283
"Garfield",45,2010,"70_74",2489,-6.95,-173
"Garfield",45,2010,"75_79",1344,-0.6,-8
"Gilpin",47,2010,"00_04",181,16.57,30
"Gilpin",47,2010,"05_09",213,7.04,15
"Gilpin",47,2010,"10_14",281,4.98,14
"Gilpin",47,2010,"15_19",285,-7.37,-21
"Gilpin",47,2010,"20_24",247,-17.41,-43
"Gilpin",47,2010,"25_29",223,23.32,52
"Gilpin",47,2010,"30_34",157,132.48,208
"Gilpin",47,2010,"35_39",217,64.06,139
"Gilpin",47,2010,"40_44",339,29.2,99
"Gilpin",47,2010,"45_49",444,12.39,55
"Gilpin",47,2010,"50_54",428,2.8,12
"Gilpin",47,2010,"55_59",533,11.82,63
"Gilpin",47,2010,"60_64",585,3.93,23
"Gilpin",47,2010,"65_69",590,-14.07,-83
"Gilpin",47,2010,"70_74",431,-35.5,-153
"Gilpin",47,2010,"75_79",241,-34.44,-83
"Grand",49,2010,"00_04",604,9.27,56
"Grand",49,2010,"05_09",565,19.65,111
"Grand",49,2010,"10_14",818,0.12,1
"Grand",49,2010,"15_19",836,-3.71,-31
"Grand",49,2010,"20_24",840,-5.71,-48
"Grand",49,2010,"25_29",779,42.75,333
"Grand",49,2010,"30_34",732,48.91,358
"Grand",49,2010,"35_39",1012,5.53,56
"Grand",49,2010,"40_44",1003,1.2,12
"Grand",49,2010,"45_49",995,2.41,24
"Grand",49,2010,"50_54",1046,-2.96,-31
"Grand",49,2010,"55_59",1190,2.94,35
"Grand",49,2010,"60_64",1420,8.8,125
"Grand",49,2010,"65_69",1243,-2.74,-34
"Grand",49,2010,"70_74",1017,-13.47,-137
"Grand",49,2010,"75_79",604,-27.15,-164
"Gunnison",51,2010,"00_04",677,6.35,43
"Gunnison",51,2010,"05_09",729,7.13,52
"Gunnison",51,2010,"10_14",773,10.61,82
"Gunnison",51,2010,"15_19",837,64.04,536
"Gunnison",51,2010,"20_24",725,128.83,934
"Gunnison",51,2010,"25_29",1050,23.62,248
"Gunnison",51,2010,"30_34",1961,-37.02,-726
"Gunnison",51,2010,"35_39",1280,-5.86,-75
"Gunnison",51,2010,"40_44",1099,-1,-11
"Gunnison",51,2010,"45_49",1071,5.7,61
"Gunnison",51,2010,"50_54",1029,2.92,30
"Gunnison",51,2010,"55_59",961,4.99,48
"Gunnison",51,2010,"60_64",1013,3.16,32
"Gunnison",51,2010,"65_69",1034,-6.19,-64
"Gunnison",51,2010,"70_74",823,-11.42,-94
"Gunnison",51,2010,"75_79",533,-22.33,-119
"Hinsdale",53,2010,"00_04",17,41.18,7
"Hinsdale",53,2010,"05_09",34,-2.94,-1
"Hinsdale",53,2010,"10_14",57,-3.51,-2
"Hinsdale",53,2010,"15_19",47,-38.3,-18
"Hinsdale",53,2010,"20_24",50,-52,-26
"Hinsdale",53,2010,"25_29",17,29.41,5
"Hinsdale",53,2010,"30_34",57,-38.6,-22
"Hinsdale",53,2010,"35_39",47,-42.55,-20
"Hinsdale",53,2010,"40_44",35,25.71,9
"Hinsdale",53,2010,"45_49",36,27.78,10
"Hinsdale",53,2010,"50_54",46,-4.35,-2
"Hinsdale",53,2010,"55_59",56,14.29,8
"Hinsdale",53,2010,"60_64",70,41.43,29
"Hinsdale",53,2010,"65_69",76,5.26,4
"Hinsdale",53,2010,"70_74",80,-5,-4
"Hinsdale",53,2010,"75_79",59,-15.25,-9
"Huerfano",55,2010,"00_04",219,7.76,17
"Huerfano",55,2010,"05_09",249,23.29,58
"Huerfano",55,2010,"10_14",270,19.26,52
"Huerfano",55,2010,"15_19",316,15.51,49
"Huerfano",55,2010,"20_24",323,-31.27,-101
"Huerfano",55,2010,"25_29",403,-30.27,-122
"Huerfano",55,2010,"30_34",249,21.29,53
"Huerfano",55,2010,"35_39",232,30.17,70
"Huerfano",55,2010,"40_44",251,30.68,77
"Huerfano",55,2010,"45_49",245,27.35,67
"Huerfano",55,2010,"50_54",303,27.39,83
"Huerfano",55,2010,"55_59",432,31.71,137
"Huerfano",55,2010,"60_64",512,36.91,189
"Huerfano",55,2010,"65_69",551,36.66,202
"Huerfano",55,2010,"70_74",543,10.5,57
"Huerfano",55,2010,"75_79",416,-6.25,-26
"Jackson",57,2010,"00_04",53,1.89,1
"Jackson",57,2010,"05_09",54,16.67,9
"Jackson",57,2010,"10_14",65,16.92,11
"Jackson",57,2010,"15_19",77,-12.99,-10
"Jackson",57,2010,"20_24",81,-41.98,-34
"Jackson",57,2010,"25_29",74,-24.32,-18
"Jackson",57,2010,"30_34",50,88,44
"Jackson",57,2010,"35_39",60,41.67,25
"Jackson",57,2010,"40_44",63,38.1,24
"Jackson",57,2010,"45_49",69,33.33,23
"Jackson",57,2010,"50_54",81,3.7,3
"Jackson",57,2010,"55_59",118,-3.39,-4
"Jackson",57,2010,"60_64",140,-10,-14
"Jackson",57,2010,"65_69",124,-1.61,-2
"Jackson",57,2010,"70_74",93,-15.05,-14
"Jackson",57,2010,"75_79",82,-28.05,-23
"Jefferson",59,2010,"00_04",28716,2.16,621
"Jefferson",59,2010,"05_09",28373,8.68,2462
"Jefferson",59,2010,"10_14",30196,11.08,3347
"Jefferson",59,2010,"15_19",32747,1.22,398
"Jefferson",59,2010,"20_24",33827,-3.02,-1022
"Jefferson",59,2010,"25_29",35190,16.51,5811
"Jefferson",59,2010,"30_34",31069,46.14,14336
"Jefferson",59,2010,"35_39",33023,30.98,10231
"Jefferson",59,2010,"40_44",32047,17.73,5683
"Jefferson",59,2010,"45_49",33398,8.19,2736
"Jefferson",59,2010,"50_54",36721,-0.24,-87
"Jefferson",59,2010,"55_59",42869,-4.41,-1892
"Jefferson",59,2010,"60_64",44104,-8.41,-3711
"Jefferson",59,2010,"65_69",38414,-9.28,-3565
"Jefferson",59,2010,"70_74",30263,-10.18,-3080
"Jefferson",59,2010,"75_79",18714,-6.32,-1182
"Kiowa",61,2010,"00_04",77,14.29,11
"Kiowa",61,2010,"05_09",76,30.26,23
"Kiowa",61,2010,"10_14",70,30,21
"Kiowa",61,2010,"15_19",84,-3.57,-3
"Kiowa",61,2010,"20_24",92,-39.13,-36
"Kiowa",61,2010,"25_29",100,-13,-13
"Kiowa",61,2010,"30_34",37,113.51,42
"Kiowa",61,2010,"35_39",70,21.43,15
"Kiowa",61,2010,"40_44",61,4.92,3
"Kiowa",61,2010,"45_49",72,5.56,4
"Kiowa",61,2010,"50_54",58,3.45,2
"Kiowa",61,2010,"55_59",105,11.43,12
"Kiowa",61,2010,"60_64",116,8.62,10
"Kiowa",61,2010,"65_69",104,-4.81,-5
"Kiowa",61,2010,"70_74",72,19.44,14
"Kiowa",61,2010,"75_79",53,7.55,4
"Kit Carson",63,2010,"00_04",447,-1.34,-6
"Kit Carson",63,2010,"05_09",489,2.25,11
"Kit Carson",63,2010,"10_14",542,2.21,12
"Kit Carson",63,2010,"15_19",462,-3.46,-16
"Kit Carson",63,2010,"20_24",489,-32.92,-161
"Kit Carson",63,2010,"25_29",518,-23.55,-122
"Kit Carson",63,2010,"30_34",467,-12.63,-59
"Kit Carson",63,2010,"35_39",606,-24.26,-147
"Kit Carson",63,2010,"40_44",544,-27.76,-151
"Kit Carson",63,2010,"45_49",528,-33.33,-176
"Kit Carson",63,2010,"50_54",513,-30.6,-157
"Kit Carson",63,2010,"55_59",626,-22.68,-142
"Kit Carson",63,2010,"60_64",600,-8.17,-49
"Kit Carson",63,2010,"65_69",483,-13.04,-63
