county,countyfips,year,Attribute,value,age,datatype
Elbert,39,2010,MR_00_04,13.32,00_04,MR_
Elbert,39,2010,MR_05_09,66.69,05_09,MR_
Elbert,39,2010,MR_10_14,49.52,10_14,MR_
Elbert,39,2010,MR_15_19,7.58,15_19,MR_
Elbert,39,2010,MR_20_24,-34.75,20_24,MR_
Elbert,39,2010,MR_25_29,-34.72,25_29,MR_
Elbert,39,2010,MR_30_34,71.32,30_34,MR_
Elbert,39,2010,MR_35_39,114.93,35_39,MR_
Elbert,39,2010,MR_40_44,70.57,40_44,MR_
Elbert,39,2010,MR_45_49,41.76,45_49,MR_
Elbert,39,2010,MR_50_54,6.87,50_54,MR_
Elbert,39,2010,MR_55_59,2.33,55_59,MR_
Elbert,39,2010,MR_60_64,-2.69,60_64,MR_
Elbert,39,2010,MR_65_69,-6.47,65_69,MR_
Elbert,39,2010,MR_70_74,-8.5,70_74,MR_
Elbert,39,2010,Mig_00_04,137,00_04,Mig
Elbert,39,2010,Mig_05_09,557,05_09,Mig
Elbert,39,2010,Mig_10_14,596,10_14,Mig
Elbert,39,2010,Mig_15_19,124,15_19,Mig
Elbert,39,2010,Mig_20_24,-658,20_24,Mig
Elbert,39,2010,Mig_25_29,-586,25_29,Mig
Elbert,39,2010,Mig_30_34,532,30_34,Mig
Elbert,39,2010,Mig_35_39,821,35_39,Mig
Elbert,39,2010,Mig_40_44,645,40_44,Mig
Elbert,39,2010,Mig_45_49,535,45_49,Mig
Elbert,39,2010,Mig_50_54,129,50_54,Mig
Elbert,39,2010,Mig_55_59,57,55_59,Mig
Elbert,39,2010,Mig_60_64,-65,60_64,Mig
Elbert,39,2010,Mig_65_69,-127,65_69,Mig
Elbert,39,2010,Mig_70_74,-122,70_74,Mig
Elbert,39,2010,Pop_00_04,1027.19,00_04,Pop
Elbert,39,2010,Pop_05_09,835.07,05_09,Pop
Elbert,39,2010,Pop_10_14,1204.54,10_14,Pop
Elbert,39,2010,Pop_15_19,1641.59,15_19,Pop
Elbert,39,2010,Pop_20_24,1892.72,20_24,Pop
Elbert,39,2010,Pop_25_29,1688.08,25_29,Pop
Elbert,39,2010,Pop_30_34,746.57,30_34,Pop
Elbert,39,2010,Pop_35_39,714.17,35_39,Pop
Elbert,39,2010,Pop_40_44,913.39,40_44,Pop
Elbert,39,2010,Pop_45_49,1281.71,45_49,Pop
Elbert,39,2010,Pop_50_54,1884.51,50_54,Pop
Elbert,39,2010,Pop_55_59,2460.62,55_59,Pop
Elbert,39,2010,Pop_60_64,2429.42,60_64,Pop
Elbert,39,2010,Pop_65_69,1962.94,65_69,Pop
Elbert,39,2010,Pop_70_74,1433.85,70_74,Pop
Baca,9,2010,MR_00_04,-8.65,00_04,MR_
Baca,9,2010,MR_05_09,6.03,05_09,MR_
Baca,9,2010,MR_10_14,10.86,10_14,MR_
Baca,9,2010,MR_15_19,-11.27,15_19,MR_
Baca,9,2010,MR_20_24,-28.72,20_24,MR_
Baca,9,2010,MR_25_29,-23.95,25_29,MR_
Baca,9,2010,MR_30_34,41.09,30_34,MR_
Baca,9,2010,MR_35_39,3.09,35_39,MR_
Baca,9,2010,MR_40_44,14.17,40_44,MR_
Baca,9,2010,MR_45_49,-4.05,45_49,MR_
Baca,9,2010,MR_50_54,2.46,50_54,MR_
Baca,9,2010,MR_55_59,-7.29,55_59,MR_
Baca,9,2010,MR_60_64,4.38,60_64,MR_
Baca,9,2010,MR_65_69,1.77,65_69,MR_
Baca,9,2010,MR_70_74,-5.38,70_74,MR_
Baca,9,2010,Mig_00_04,-18,00_04,Mig
Baca,9,2010,Mig_05_09,13,05_09,Mig
Baca,9,2010,Mig_10_14,24,10_14,Mig
Baca,9,2010,Mig_15_19,-23,15_19,Mig
Baca,9,2010,Mig_20_24,-70,20_24,Mig
Baca,9,2010,Mig_25_29,-56,25_29,Mig
Baca,9,2010,Mig_30_34,52,30_34,Mig
Baca,9,2010,Mig_35_39,6,35_39,Mig
Baca,9,2010,Mig_40_44,23,40_44,Mig
Baca,9,2010,Mig_45_49,-7,45_49,Mig
Baca,9,2010,Mig_50_54,5,50_54,Mig
Baca,9,2010,Mig_55_59,-18,55_59,Mig
Baca,9,2010,Mig_60_64,12,60_64,Mig
Baca,9,2010,Mig_65_69,4,65_69,Mig
Baca,9,2010,Mig_70_74,-12,70_74,Mig
Baca,9,2010,Pop_00_04,208,00_04,Pop
Baca,9,2010,Pop_05_09,215.03,05_09,Pop
Baca,9,2010,Pop_10_14,221.91,10_14,Pop
Baca,9,2010,Pop_15_19,207.38,15_19,Pop
Baca,9,2010,Pop_20_24,242.7,20_24,Pop
Baca,9,2010,Pop_25_29,234.07,25_29,Pop
Baca,9,2010,Pop_30_34,127.58,30_34,Pop
Baca,9,2010,Pop_35_39,197.89,35_39,Pop
Baca,9,2010,Pop_40_44,161.16,40_44,Pop
Baca,9,2010,Pop_45_49,171.96,45_49,Pop
Baca,9,2010,Pop_50_54,185.45,50_54,Pop
Baca,9,2010,Pop_55_59,241.6,55_59,Pop
Baca,9,2010,Pop_60_64,273.04,60_64,Pop
Baca,9,2010,Pop_65_69,249.58,65_69,Pop
Baca,9,2010,Pop_70_74,214.54,70_74,Pop
Bent,11,2010,MR_00_04,9.85,00_04,MR_
Bent,11,2010,MR_05_09,10.68,05_09,MR_
Bent,11,2010,MR_10_14,-0.24,10_14,MR_
Bent,11,2010,MR_15_19,-14.96,15_19,MR_
Bent,11,2010,MR_20_24,20.81,20_24,MR_
Bent,11,2010,MR_25_29,74.03,25_29,MR_
Bent,11,2010,MR_30_34,-12.29,30_34,MR_
Bent,11,2010,MR_35_39,-28.33,35_39,MR_
Bent,11,2010,MR_40_44,-23.69,40_44,MR_
Bent,11,2010,MR_45_49,-20.06,45_49,MR_
Bent,11,2010,MR_50_54,-26.99,50_54,MR_
Bent,11,2010,MR_55_59,-32.36,55_59,MR_
Bent,11,2010,MR_60_64,-20.3,60_64,MR_
Bent,11,2010,MR_65_69,-9.45,65_69,MR_
Bent,11,2010,MR_70_74,-7.6,70_74,MR_
Bent,11,2010,Mig_00_04,19,00_04,Mig
Bent,11,2010,Mig_05_09,21,05_09,Mig
Bent,11,2010,Mig_10_14,-1,10_14,Mig
Bent,11,2010,Mig_15_19,-45,15_19,Mig
Bent,11,2010,Mig_20_24,65,20_24,Mig
Bent,11,2010,Mig_25_29,198,25_29,Mig
Bent,11,2010,Mig_30_34,-58,30_34,Mig
Bent,11,2010,Mig_35_39,-172,35_39,Mig
Bent,11,2010,Mig_40_44,-120,40_44,Mig
Bent,11,2010,Mig_45_49,-106,45_49,Mig
Bent,11,2010,Mig_50_54,-135,50_54,Mig
Bent,11,2010,Mig_55_59,-173,55_59,Mig
Bent,11,2010,Mig_60_64,-89,60_64,Mig
Bent,11,2010,Mig_65_69,-34,65_69,Mig
Bent,11,2010,Mig_70_74,-24,70_74,Mig
Bent,11,2010,Pop_00_04,192.99,00_04,Pop
Bent,11,2010,Pop_05_09,196.06,05_09,Pop
Bent,11,2010,Pop_10_14,301.73,10_14,Pop
Bent,11,2010,Pop_15_19,299.86,15_19,Pop
Bent,11,2010,Pop_20_24,314.54,20_24,Pop
Bent,11,2010,Pop_25_29,267.76,25_29,Pop
Bent,11,2010,Pop_30_34,475.45,30_34,Pop
Bent,11,2010,Pop_35_39,605.52,35_39,Pop
Bent,11,2010,Pop_40_44,508.48,40_44,Pop
Bent,11,2010,Pop_45_49,529.14,45_49,Pop
Bent,11,2010,Pop_50_54,498.55,50_54,Pop
Bent,11,2010,Pop_55_59,533.67,55_59,Pop
Bent,11,2010,Pop_60_64,439.13,60_64,Pop
Bent,11,2010,Pop_65_69,364.43,65_69,Pop
Bent,11,2010,Pop_70_74,311.69,70_74,Pop
Conejos,21,2010,MR_00_04,-3.56,00_04,MR_
Conejos,21,2010,MR_05_09,-6.49,05_09,MR_
Conejos,21,2010,MR_10_14,-16.84,10_14,MR_
Conejos,21,2010,MR_15_19,-14.87,15_19,MR_
Conejos,21,2010,MR_20_24,-34.28,20_24,MR_
Conejos,21,2010,MR_25_29,-34.35,25_29,MR_
Conejos,21,2010,MR_30_34,-2.8,30_34,MR_
Conejos,21,2010,MR_35_39,-3.53,35_39,MR_
Conejos,21,2010,MR_40_44,2.72,40_44,MR_
Conejos,21,2010,MR_45_49,-12.43,45_49,MR_
Conejos,21,2010,MR_50_54,-4.9,50_54,MR_
Conejos,21,2010,MR_55_59,-2.84,55_59,MR_
Conejos,21,2010,MR_60_64,-4.31,60_64,MR_
Conejos,21,2010,MR_65_69,-4.78,65_69,MR_
Conejos,21,2010,MR_70_74,-5.31,70_74,MR_
Conejos,21,2010,Mig_00_04,-16,00_04,Mig
Conejos,21,2010,Mig_05_09,-38,05_09,Mig
Conejos,21,2010,Mig_10_14,-115,10_14,Mig
Conejos,21,2010,Mig_15_19,-93,15_19,Mig
Conejos,21,2010,Mig_20_24,-228,20_24,Mig
Conejos,21,2010,Mig_25_29,-211,25_29,Mig
Conejos,21,2010,Mig_30_34,-12,30_34,Mig
Conejos,21,2010,Mig_35_39,-15,35_39,Mig
Conejos,21,2010,Mig_40_44,11,40_44,Mig
Conejos,21,2010,Mig_45_49,-51,45_49,Mig
Conejos,21,2010,Mig_50_54,-22,50_54,Mig
Conejos,21,2010,Mig_55_59,-15,55_59,Mig
Conejos,21,2010,Mig_60_64,-24,60_64,Mig
Conejos,21,2010,Mig_65_69,-26,65_69,Mig
Conejos,21,2010,Mig_70_74,-21,70_74,Mig
Conejos,21,2010,Pop_00_04,456.22,00_04,Pop
Conejos,21,2010,Pop_05_09,588.16,05_09,Pop
Conejos,21,2010,Pop_10_14,684.2,10_14,Pop
Conejos,21,2010,Pop_15_19,626.1,15_19,Pop
Conejos,21,2010,Pop_20_24,664.92,20_24,Pop
Conejos,21,2010,Pop_25_29,615.39,25_29,Pop
Conejos,21,2010,Pop_30_34,424.91,30_34,Pop
Conejos,21,2010,Pop_35_39,428.13,35_39,Pop
Conejos,21,2010,Pop_40_44,401.07,40_44,Pop
Conejos,21,2010,Pop_45_49,412.23,45_49,Pop
Conejos,21,2010,Pop_50_54,450.07,50_54,Pop
Conejos,21,2010,Pop_55_59,521.83,55_59,Pop
Conejos,21,2010,Pop_60_64,553.85,60_64,Pop
Conejos,21,2010,Pop_65_69,536.67,65_69,Pop
Conejos,21,2010,Pop_70_74,399.18,70_74,Pop
Costilla,23,2010,MR_00_04,5.05,00_04,MR_
Costilla,23,2010,MR_05_09,26.11,05_09,MR_
Costilla,23,2010,MR_10_14,16.89,10_14,MR_
Costilla,23,2010,MR_15_19,3.17,15_19,MR_
Costilla,23,2010,MR_20_24,-26.09,20_24,MR_
Costilla,23,2010,MR_25_29,-27.03,25_29,MR_
Costilla,23,2010,MR_30_34,22.85,30_34,MR_
Costilla,23,2010,MR_35_39,34.44,35_39,MR_
Costilla,23,2010,MR_40_44,19.93,40_44,MR_
Costilla,23,2010,MR_45_49,8.5,45_49,MR_
Costilla,23,2010,MR_50_54,18.78,50_54,MR_
Costilla,23,2010,MR_55_59,15.46,55_59,MR_
Costilla,23,2010,MR_60_64,34.3,60_64,MR_
Costilla,23,2010,MR_65_69,16.64,65_69,MR_
Costilla,23,2010,MR_70_74,4.5,70_74,MR_
Costilla,23,2010,Mig_00_04,8,00_04,Mig
Costilla,23,2010,Mig_05_09,37,05_09,Mig
Costilla,23,2010,Mig_10_14,31,10_14,Mig
Costilla,23,2010,Mig_15_19,6,15_19,Mig
Costilla,23,2010,Mig_20_24,-52,20_24,Mig
Costilla,23,2010,Mig_25_29,-62,25_29,Mig
Costilla,23,2010,Mig_30_34,30,30_34,Mig
Costilla,23,2010,Mig_35_39,48,35_39,Mig
Costilla,23,2010,Mig_40_44,27,40_44,Mig
Costilla,23,2010,Mig_45_49,13,45_49,Mig
Costilla,23,2010,Mig_50_54,33,50_54,Mig
Costilla,23,2010,Mig_55_59,34,55_59,Mig
Costilla,23,2010,Mig_60_64,92,60_64,Mig
Costilla,23,2010,Mig_65_69,42,65_69,Mig
Costilla,23,2010,Mig_70_74,11,70_74,Mig
Costilla,23,2010,Pop_00_04,158.03,00_04,Pop
Costilla,23,2010,Pop_05_09,141.94,05_09,Pop
Costilla,23,2010,Pop_10_14,185.64,10_14,Pop
Costilla,23,2010,Pop_15_19,198.71,15_19,Pop
Costilla,23,2010,Pop_20_24,200.24,20_24,Pop
Costilla,23,2010,Pop_25_29,230.24,25_29,Pop
Costilla,23,2010,Pop_30_34,132.68,30_34,Pop
Costilla,23,2010,Pop_35_39,139.1,35_39,Pop
Costilla,23,2010,Pop_40_44,137.58,40_44,Pop
Costilla,23,2010,Pop_45_49,150.23,45_49,Pop
Costilla,23,2010,Pop_50_54,175.11,50_54,Pop
Costilla,23,2010,Pop_55_59,222.59,55_59,Pop
Costilla,23,2010,Pop_60_64,267.31,60_64,Pop
Costilla,23,2010,Pop_65_69,252.06,65_69,Pop
Costilla,23,2010,Pop_70_74,252.64,70_74,Pop
Grand,49,2010,MR_00_04,-3.24,00_04,MR_
Grand,49,2010,MR_05_09,19.14,05_09,MR_
Grand,49,2010,MR_10_14,-3.21,10_14,MR_
Grand,49,2010,MR_15_19,-5.73,15_19,MR_
Grand,49,2010,MR_20_24,-11.79,20_24,MR_
Grand,49,2010,MR_25_29,40.28,25_29,MR_
Grand,49,2010,MR_30_34,52.36,30_34,MR_
Grand,49,2010,MR_35_39,8.54,35_39,MR_
Grand,49,2010,MR_40_44,0.49,40_44,MR_
Grand,49,2010,MR_45_49,-0.28,45_49,MR_
Grand,49,2010,MR_50_54,-2.67,50_54,MR_
Grand,49,2010,MR_55_59,2.37,55_59,MR_
Grand,49,2010,MR_60_64,11.18,60_64,MR_
Grand,49,2010,MR_65_69,3.44,65_69,MR_
Grand,49,2010,MR_70_74,-8.37,70_74,MR_
Grand,49,2010,Mig_00_04,-19,00_04,Mig
Grand,49,2010,Mig_05_09,106,05_09,Mig
Grand,49,2010,Mig_10_14,-28,10_14,Mig
Grand,49,2010,Mig_15_19,-49,15_19,Mig
Grand,49,2010,Mig_20_24,-99,20_24,Mig
Grand,49,2010,Mig_25_29,305,25_29,Mig
Grand,49,2010,Mig_30_34,382,30_34,Mig
Grand,49,2010,Mig_35_39,85,35_39,Mig
Grand,49,2010,Mig_40_44,5,40_44,Mig
Grand,49,2010,Mig_45_49,-3,45_49,Mig
Grand,49,2010,Mig_50_54,-28,50_54,Mig
Grand,49,2010,Mig_55_59,29,55_59,Mig
Grand,49,2010,Mig_60_64,160,60_64,Mig
Grand,49,2010,Mig_65_69,42,65_69,Mig
Grand,49,2010,Mig_70_74,-81,70_74,Mig
Grand,49,2010,Pop_00_04,588.06,00_04,Pop
Grand,49,2010,Pop_05_09,552.28,05_09,Pop
Grand,49,2010,Pop_10_14,875.1,10_14,Pop
Grand,49,2010,Pop_15_19,860.27,15_19,Pop
Grand,49,2010,Pop_20_24,840,20_24,Pop
Grand,49,2010,Pop_25_29,757.79,25_29,Pop
Grand,49,2010,Pop_30_34,729.86,30_34,Pop
Grand,49,2010,Pop_35_39,996.89,35_39,Pop
Grand,49,2010,Pop_40_44,1015.05,40_44,Pop
Grand,49,2010,Pop_45_49,1014.8,45_49,Pop
Grand,49,2010,Pop_50_54,1047.97,50_54,Pop
Grand,49,2010,Pop_55_59,1219.12,55_59,Pop
Grand,49,2010,Pop_60_64,1431.04,60_64,Pop
Grand,49,2010,Pop_65_69,1218.1,65_69,Pop
Grand,49,2010,Pop_70_74,972.35,70_74,Pop
Crowley,25,2010,MR_00_04,-5.94,00_04,MR_
Crowley,25,2010,MR_05_09,3.27,05_09,MR_
Crowley,25,2010,MR_10_14,25.05,10_14,MR_
Crowley,25,2010,MR_15_19,2.19,15_19,MR_
Crowley,25,2010,MR_20_24,102.88,20_24,MR_
Crowley,25,2010,MR_25_29,168.28,25_29,MR_
Crowley,25,2010,MR_30_34,23.76,30_34,MR_
Crowley,25,2010,MR_35_39,-18.63,35_39,MR_
Crowley,25,2010,MR_40_44,-10.6,40_44,MR_
Crowley,25,2010,MR_45_49,2.27,45_49,MR_
Crowley,25,2010,MR_50_54,-22.86,50_54,MR_
Crowley,25,2010,MR_55_59,-37.46,55_59,MR_
Crowley,25,2010,MR_60_64,-25.45,60_64,MR_
Crowley,25,2010,MR_65_69,-17.54,65_69,MR_
Crowley,25,2010,MR_70_74,-4.36,70_74,MR_
Crowley,25,2010,Mig_00_04,-9,00_04,Mig
Crowley,25,2010,Mig_05_09,6,05_09,Mig
Crowley,25,2010,Mig_10_14,47,10_14,Mig
Crowley,25,2010,Mig_15_19,5,15_19,Mig
Crowley,25,2010,Mig_20_24,244,20_24,Mig
Crowley,25,2010,Mig_25_29,406,25_29,Mig
Crowley,25,2010,Mig_30_34,112,30_34,Mig
Crowley,25,2010,Mig_35_39,-120,35_39,Mig
Crowley,25,2010,Mig_40_44,-61,40_44,Mig
Crowley,25,2010,Mig_45_49,12,45_49,Mig
Crowley,25,2010,Mig_50_54,-112,50_54,Mig
Crowley,25,2010,Mig_55_59,-210,55_59,Mig
Crowley,25,2010,Mig_60_64,-108,60_64,Mig
Crowley,25,2010,Mig_65_69,-58,65_69,Mig
Crowley,25,2010,Mig_70_74,-10,70_74,Mig
Crowley,25,2010,Pop_00_04,152.03,00_04,Pop
Crowley,25,2010,Pop_05_09,183.02,05_09,Pop
Crowley,25,2010,Pop_10_14,187.93,10_14,Pop
Crowley,25,2010,Pop_15_19,214.3,15_19,Pop
Crowley,25,2010,Pop_20_24,237.08,20_24,Pop
Crowley,25,2010,Pop_25_29,241.54,25_29,Pop
Crowley,25,2010,Pop_30_34,471.06,30_34,Pop
Crowley,25,2010,Pop_35_39,642.71,35_39,Pop
Crowley,25,2010,Pop_40_44,578.27,40_44,Pop
Crowley,25,2010,Pop_45_49,517.25,45_49,Pop
Crowley,25,2010,Pop_50_54,491.3,50_54,Pop
Crowley,25,2010,Pop_55_59,561.27,55_59,Pop
Crowley,25,2010,Pop_60_64,422.55,60_64,Pop
Crowley,25,2010,Pop_65_69,331.07,65_69,Pop
Crowley,25,2010,Pop_70_74,218.54,70_74,Pop
Custer,27,2010,MR_00_04,9.13,00_04,MR_
Custer,27,2010,MR_05_09,42.15,05_09,MR_
Custer,27,2010,MR_10_14,34.77,10_14,MR_
Custer,27,2010,MR_15_19,0.39,15_19,MR_
Custer,27,2010,MR_20_24,-32.62,20_24,MR_
Custer,27,2010,MR_25_29,-13.13,25_29,MR_
Custer,27,2010,MR_30_34,96.72,30_34,MR_
Custer,27,2010,MR_35_39,77.44,35_39,MR_
Custer,27,2010,MR_40_44,19.34,40_44,MR_
Custer,27,2010,MR_45_49,27.56,45_49,MR_
Custer,27,2010,MR_50_54,15.82,50_54,MR_
Custer,27,2010,MR_55_59,57.98,55_59,MR_
Custer,27,2010,MR_60_64,48.48,60_64,MR_
Custer,27,2010,MR_65_69,36.39,65_69,MR_
Custer,27,2010,MR_70_74,7.34,70_74,MR_
Custer,27,2010,Mig_00_04,14,00_04,Mig
Custer,27,2010,Mig_05_09,51,05_09,Mig
Custer,27,2010,Mig_10_14,49,10_14,Mig
Custer,27,2010,Mig_15_19,1,15_19,Mig
Custer,27,2010,Mig_20_24,-78,20_24,Mig
Custer,27,2010,Mig_25_29,-27,25_29,Mig
Custer,27,2010,Mig_30_34,77,30_34,Mig
Custer,27,2010,Mig_35_39,100,35_39,Mig
Custer,27,2010,Mig_40_44,31,40_44,Mig
Custer,27,2010,Mig_45_49,51,45_49,Mig
Custer,27,2010,Mig_50_54,34,50_54,Mig
Custer,27,2010,Mig_55_59,152,55_59,Mig
Custer,27,2010,Mig_60_64,193,60_64,Mig
Custer,27,2010,Mig_65_69,166,65_69,Mig
Custer,27,2010,Mig_70_74,33,70_74,Mig
Custer,27,2010,Pop_00_04,153.03,00_04,Pop
Custer,27,2010,Pop_05_09,121,05_09,Pop
Custer,27,2010,Pop_10_14,140.99,10_14,Pop
Custer,27,2010,Pop_15_19,195.24,15_19,Pop
Custer,27,2010,Pop_20_24,238.96,20_24,Pop
Custer,27,2010,Pop_25_29,204.9,25_29,Pop
Custer,27,2010,Pop_30_34,79.81,30_34,Pop
Custer,27,2010,Pop_35_39,129.06,35_39,Pop
Custer,27,2010,Pop_40_44,160.05,40_44,Pop
Custer,27,2010,Pop_45_49,184.23,45_49,Pop
Custer,27,2010,Pop_50_54,212.4,50_54,Pop
Custer,27,2010,Pop_55_59,261.42,55_59,Pop
Custer,27,2010,Pop_60_64,398.71,60_64,Pop
Custer,27,2010,Pop_65_69,456.77,65_69,Pop
Custer,27,2010,Pop_70_74,455.55,70_74,Pop
Delta,29,2010,MR_00_04,0.21,00_04,MR_
Delta,29,2010,MR_05_09,8.72,05_09,MR_
Delta,29,2010,MR_10_14,2.21,10_14,MR_
Delta,29,2010,MR_15_19,-5.02,15_19,MR_
Delta,29,2010,MR_20_24,-31.27,20_24,MR_
Delta,29,2010,MR_25_29,-18.3,25_29,MR_
Delta,29,2010,MR_30_34,13.35,30_34,MR_
Delta,29,2010,MR_35_39,10.78,35_39,MR_
Delta,29,2010,MR_40_44,11.84,40_44,MR_
Delta,29,2010,MR_45_49,2.18,45_49,MR_
Delta,29,2010,MR_50_54,4.51,50_54,MR_
Delta,29,2010,MR_55_59,12.97,55_59,MR_
Delta,29,2010,MR_60_64,19.2,60_64,MR_
Delta,29,2010,MR_65_69,27.25,65_69,MR_
Delta,29,2010,MR_70_74,14.59,70_74,MR_
Delta,29,2010,Mig_00_04,3,00_04,Mig
Delta,29,2010,Mig_05_09,140,05_09,Mig
Delta,29,2010,Mig_10_14,40,10_14,Mig
Delta,29,2010,Mig_15_19,-94,15_19,Mig
Delta,29,2010,Mig_20_24,-612,20_24,Mig
Delta,29,2010,Mig_25_29,-342,25_29,Mig
Delta,29,2010,Mig_30_34,182,30_34,Mig
Delta,29,2010,Mig_35_39,166,35_39,Mig
Delta,29,2010,Mig_40_44,180,40_44,Mig
Delta,29,2010,Mig_45_49,33,45_49,Mig
Delta,29,2010,Mig_50_54,75,50_54,Mig
Delta,29,2010,Mig_55_59,262,55_59,Mig
Delta,29,2010,Mig_60_64,428,60_64,Mig
Delta,29,2010,Mig_65_69,597,65_69,Mig
Delta,29,2010,Mig_70_74,289,70_74,Mig
Delta,29,2010,Pop_00_04,1412.05,00_04,Pop
Delta,29,2010,Pop_05_09,1600.4,05_09,Pop
Delta,29,2010,Pop_10_14,1828.55,10_14,Pop
Delta,29,2010,Pop_15_19,1875.11,15_19,Pop
Delta,29,2010,Pop_20_24,1956.96,20_24,Pop
Delta,29,2010,Pop_25_29,1867.87,25_29,Pop
Delta,29,2010,Pop_30_34,1361.23,30_34,Pop
Delta,29,2010,Pop_35_39,1540.91,35_39,Pop
Delta,29,2010,Pop_40_44,1520.99,40_44,Pop
Delta,29,2010,Pop_45_49,1538.53,45_49,Pop
Delta,29,2010,Pop_50_54,1657.34,50_54,Pop
Delta,29,2010,Pop_55_59,2024.51,55_59,Pop
Delta,29,2010,Pop_60_64,2228.98,60_64,Pop
Delta,29,2010,Pop_65_69,2192.51,65_69,Pop
Delta,29,2010,Pop_70_74,1982.74,70_74,Pop
State Total,0,2010,MR_00_04,0.6,00_04,MR_
State Total,0,2010,MR_05_09,5.71,05_09,MR_
State Total,0,2010,MR_10_14,3.81,10_14,MR_
State Total,0,2010,MR_15_19,4.77,15_19,MR_
State Total,0,2010,MR_20_24,12.96,20_24,MR_
State Total,0,2010,MR_25_29,36.48,25_29,MR_
State Total,0,2010,MR_30_34,33.48,30_34,MR_
State Total,0,2010,MR_35_39,17.16,35_39,MR_
State Total,0,2010,MR_40_44,8.82,40_44,MR_
State Total,0,2010,MR_45_49,4.49,45_49,MR_
State Total,0,2010,MR_50_54,2.48,50_54,MR_
State Total,0,2010,MR_55_59,1.36,55_59,MR_
State Total,0,2010,MR_60_64,1.52,60_64,MR_
State Total,0,2010,MR_65_69,1.65,65_69,MR_
State Total,0,2010,MR_70_74,0.5,70_74,MR_
State Total,0,2010,Mig_00_04,1921,00_04,Mig
State Total,0,2010,Mig_05_09,18570,05_09,Mig
State Total,0,2010,Mig_10_14,13743,10_14,Mig
State Total,0,2010,Mig_15_19,16923,15_19,Mig
State Total,0,2010,Mig_20_24,42825,20_24,Mig
State Total,0,2010,Mig_25_29,119806,25_29,Mig
State Total,0,2010,Mig_30_34,114414,30_34,Mig
State Total,0,2010,Mig_35_39,63629,35_39,Mig
State Total,0,2010,Mig_40_44,31029,40_44,Mig
State Total,0,2010,Mig_45_49,15650,45_49,Mig
State Total,0,2010,Mig_50_54,8358,50_54,Mig
State Total,0,2010,Mig_55_59,4860,55_59,Mig
State Total,0,2010,Mig_60_64,5262,60_64,Mig
State Total,0,2010,Mig_65_69,4878,65_69,Mig
State Total,0,2010,Mig_70_74,1153,70_74,Mig
State Total,0,2010,Pop_00_04,320779.53,00_04,Pop
State Total,0,2010,Pop_05_09,325280.19,05_09,Pop
State Total,0,2010,Pop_10_14,360837.72,10_14,Pop
State Total,0,2010,Pop_15_19,354896.44,15_19,Pop
State Total,0,2010,Pop_20_24,330516.31,20_24,Pop
State Total,0,2010,Pop_25_29,328454.34,25_29,Pop
State Total,0,2010,Pop_30_34,341738.53,30_34,Pop
State Total,0,2010,Pop_35_39,370875.47,35_39,Pop
State Total,0,2010,Pop_40_44,351816.25,40_44,Pop
State Total,0,2010,Pop_45_49,348324.5,45_49,Pop
State Total,0,2010,Pop_50_54,337196.63,50_54,Pop
State Total,0,2010,Pop_55_59,357182.91,55_59,Pop
State Total,0,2010,Pop_60_64,345638.31,60_64,Pop
State Total,0,2010,Pop_65_69,295862.13,65_69,Pop
State Total,0,2010,Pop_70_74,231504.2,70_74,Pop
Gunnison,51,2010,MR_00_04,-3.25,00_04,MR_
Gunnison,51,2010,MR_05_09,2.31,05_09,MR_
Gunnison,51,2010,MR_10_14,4.97,10_14,MR_
Gunnison,51,2010,MR_15_19,60.84,15_19,MR_
Gunnison,51,2010,MR_20_24,182.46,20_24,MR_
Gunnison,51,2010,MR_25_29,15.4,25_29,MR_
Gunnison,51,2010,MR_30_34,-38.93,30_34,MR_
Gunnison,51,2010,MR_35_39,-4.07,35_39,MR_
Gunnison,51,2010,MR_40_44,0.55,40_44,MR_
Gunnison,51,2010,MR_45_49,-0.16,45_49,MR_
Gunnison,51,2010,MR_50_54,-2.62,50_54,MR_
Gunnison,51,2010,MR_55_59,5.58,55_59,MR_
Gunnison,51,2010,MR_60_64,1.96,60_64,MR_
Gunnison,51,2010,MR_65_69,-5.59,65_69,MR_
Gunnison,51,2010,MR_70_74,-13.52,70_74,MR_
Gunnison,51,2010,Mig_00_04,-22,00_04,Mig
Gunnison,51,2010,Mig_05_09,17,05_09,Mig
Gunnison,51,2010,Mig_10_14,40,10_14,Mig
Gunnison,51,2010,Mig_15_19,522,15_19,Mig
Gunnison,51,2010,Mig_20_24,1322,20_24,Mig
Gunnison,51,2010,Mig_25_29,169,25_29,Mig
Gunnison,51,2010,Mig_30_34,-739,30_34,Mig
Gunnison,51,2010,Mig_35_39,-52,35_39,Mig
Gunnison,51,2010,Mig_40_44,6,40_44,Mig
Gunnison,51,2010,Mig_45_49,-2,45_49,Mig
Gunnison,51,2010,Mig_50_54,-27,50_54,Mig
Gunnison,51,2010,Mig_55_59,54,55_59,Mig
Gunnison,51,2010,Mig_60_64,20,60_64,Mig
Gunnison,51,2010,Mig_65_69,-57,65_69,Mig
Gunnison,51,2010,Mig_70_74,-106,70_74,Mig
Gunnison,51,2010,Pop_00_04,686.29,00_04,Pop
Gunnison,51,2010,Pop_05_09,730.14,05_09,Pop
Gunnison,51,2010,Pop_10_14,813.56,10_14,Pop
Gunnison,51,2010,Pop_15_19,858.63,15_19,Pop
